Metadata_gene_name	Metadata_pert_name	Metadata_cell_line	n_measurements_paint	data_type_paint	Metadata_Well	Metadata_Plate	guide	cell_id	n_measurements_health	data_type_health
EZH2	EZH2-2	A549	6	cell_painting	G17	SQ00014611	EZH2-2	A549	4	cell_health
EZH2	EZH2-2	A549	6	cell_painting	I08	SQ00014611	EZH2-2	A549	4	cell_health
EZH2	EZH2-2	A549	6	cell_painting	G17	SQ00014610	EZH2-2	A549	4	cell_health
EZH2	EZH2-2	A549	6	cell_painting	I08	SQ00014610	EZH2-2	A549	4	cell_health
EZH2	EZH2-2	A549	6	cell_painting	G17	SQ00014612	EZH2-2	A549	4	cell_health
EZH2	EZH2-2	A549	6	cell_painting	I08	SQ00014612	EZH2-2	A549	4	cell_health
GLS	GLS-1	A549	6	cell_painting	C12	SQ00014611	GLS-1	A549	4	cell_health
GLS	GLS-1	A549	6	cell_painting	M13	SQ00014611	GLS-1	A549	4	cell_health
GLS	GLS-1	A549	6	cell_painting	C12	SQ00014610	GLS-1	A549	4	cell_health
GLS	GLS-1	A549	6	cell_painting	M13	SQ00014610	GLS-1	A549	4	cell_health
GLS	GLS-1	A549	6	cell_painting	C12	SQ00014612	GLS-1	A549	4	cell_health
GLS	GLS-1	A549	6	cell_painting	M13	SQ00014612	GLS-1	A549	4	cell_health
GLS	GLS-2	A549	6	cell_painting	C10	SQ00014611	GLS-2	A549	4	cell_health
GLS	GLS-2	A549	6	cell_painting	M15	SQ00014611	GLS-2	A549	4	cell_health
GLS	GLS-2	A549	6	cell_painting	C10	SQ00014610	GLS-2	A549	4	cell_health
GLS	GLS-2	A549	6	cell_painting	M15	SQ00014610	GLS-2	A549	4	cell_health
GLS	GLS-2	A549	6	cell_painting	C10	SQ00014612	GLS-2	A549	4	cell_health
GLS	GLS-2	A549	6	cell_painting	M15	SQ00014612	GLS-2	A549	4	cell_health
GPX4	GPX4-1	A549	6	cell_painting	C08	SQ00014611	GPX4-1	A549	4	cell_health
GPX4	GPX4-1	A549	6	cell_painting	M17	SQ00014611	GPX4-1	A549	4	cell_health
GPX4	GPX4-1	A549	6	cell_painting	C08	SQ00014610	GPX4-1	A549	4	cell_health
GPX4	GPX4-1	A549	6	cell_painting	M17	SQ00014610	GPX4-1	A549	4	cell_health
GPX4	GPX4-1	A549	6	cell_painting	C08	SQ00014612	GPX4-1	A549	4	cell_health
GPX4	GPX4-1	A549	6	cell_painting	M17	SQ00014612	GPX4-1	A549	4	cell_health
GPX4	GPX4-2	A549	6	cell_painting	C06	SQ00014611	GPX4-2	A549	4	cell_health
GPX4	GPX4-2	A549	6	cell_painting	M19	SQ00014611	GPX4-2	A549	4	cell_health
GPX4	GPX4-2	A549	6	cell_painting	C06	SQ00014610	GPX4-2	A549	4	cell_health
GPX4	GPX4-2	A549	6	cell_painting	M19	SQ00014610	GPX4-2	A549	4	cell_health
GPX4	GPX4-2	A549	6	cell_painting	C06	SQ00014612	GPX4-2	A549	4	cell_health
GPX4	GPX4-2	A549	6	cell_painting	M19	SQ00014612	GPX4-2	A549	4	cell_health
HIF1a	HIF1a-1	A549	6	cell_painting	C04	SQ00014611	HIF1a-1	A549	4	cell_health
HIF1a	HIF1a-1	A549	6	cell_painting	M21	SQ00014611	HIF1a-1	A549	4	cell_health
HIF1a	HIF1a-1	A549	6	cell_painting	C04	SQ00014610	HIF1a-1	A549	4	cell_health
HIF1a	HIF1a-1	A549	6	cell_painting	M21	SQ00014610	HIF1a-1	A549	4	cell_health
HIF1a	HIF1a-1	A549	6	cell_painting	C04	SQ00014612	HIF1a-1	A549	4	cell_health
HIF1a	HIF1a-1	A549	6	cell_painting	M21	SQ00014612	HIF1a-1	A549	4	cell_health
HIF1a	HIF1a-2	A549	6	cell_painting	C02	SQ00014611	HIF1a-2	A549	4	cell_health
HIF1a	HIF1a-2	A549	6	cell_painting	M23	SQ00014611	HIF1a-2	A549	4	cell_health
HIF1a	HIF1a-2	A549	6	cell_painting	C02	SQ00014610	HIF1a-2	A549	4	cell_health
HIF1a	HIF1a-2	A549	6	cell_painting	M23	SQ00014610	HIF1a-2	A549	4	cell_health
HIF1a	HIF1a-2	A549	6	cell_painting	C02	SQ00014612	HIF1a-2	A549	4	cell_health
HIF1a	HIF1a-2	A549	6	cell_painting	M23	SQ00014612	HIF1a-2	A549	4	cell_health
ITGAV	ITGAV-1	A549	6	cell_painting	C19	SQ00014611	ITGAV-1	A549	4	cell_health
ITGAV	ITGAV-1	A549	6	cell_painting	M06	SQ00014611	ITGAV-1	A549	4	cell_health
ITGAV	ITGAV-1	A549	6	cell_painting	C19	SQ00014610	ITGAV-1	A549	4	cell_health
ITGAV	ITGAV-1	A549	6	cell_painting	M06	SQ00014610	ITGAV-1	A549	4	cell_health
ITGAV	ITGAV-1	A549	6	cell_painting	C19	SQ00014612	ITGAV-1	A549	4	cell_health
ITGAV	ITGAV-1	A549	6	cell_painting	M06	SQ00014612	ITGAV-1	A549	4	cell_health
ITGAV	ITGAV-2	A549	6	cell_painting	C21	SQ00014611	ITGAV-2	A549	4	cell_health
ITGAV	ITGAV-2	A549	6	cell_painting	M04	SQ00014611	ITGAV-2	A549	4	cell_health
ITGAV	ITGAV-2	A549	6	cell_painting	C21	SQ00014610	ITGAV-2	A549	4	cell_health
ITGAV	ITGAV-2	A549	6	cell_painting	M04	SQ00014610	ITGAV-2	A549	4	cell_health
ITGAV	ITGAV-2	A549	6	cell_painting	C21	SQ00014612	ITGAV-2	A549	4	cell_health
ITGAV	ITGAV-2	A549	6	cell_painting	M04	SQ00014612	ITGAV-2	A549	4	cell_health
JAK3	JAK3-1	A549	6	cell_painting	C23	SQ00014611	JAK3-1	A549	4	cell_health
JAK3	JAK3-1	A549	6	cell_painting	M02	SQ00014611	JAK3-1	A549	4	cell_health
JAK3	JAK3-1	A549	6	cell_painting	C23	SQ00014610	JAK3-1	A549	4	cell_health
JAK3	JAK3-1	A549	6	cell_painting	M02	SQ00014610	JAK3-1	A549	4	cell_health
JAK3	JAK3-1	A549	6	cell_painting	C23	SQ00014612	JAK3-1	A549	4	cell_health
JAK3	JAK3-1	A549	6	cell_painting	M02	SQ00014612	JAK3-1	A549	4	cell_health
JAK3	JAK3-2	A549	6	cell_painting	E01	SQ00014611	JAK3-2	A549	4	cell_health
JAK3	JAK3-2	A549	6	cell_painting	K24	SQ00014611	JAK3-2	A549	4	cell_health
JAK3	JAK3-2	A549	6	cell_painting	E01	SQ00014610	JAK3-2	A549	4	cell_health
JAK3	JAK3-2	A549	6	cell_painting	K24	SQ00014610	JAK3-2	A549	4	cell_health
JAK3	JAK3-2	A549	6	cell_painting	E01	SQ00014612	JAK3-2	A549	4	cell_health
JAK3	JAK3-2	A549	6	cell_painting	K24	SQ00014612	JAK3-2	A549	4	cell_health
KIF11	KIF11-1	A549	6	cell_painting	E03	SQ00014611	KIF11-1	A549	4	cell_health
KIF11	KIF11-1	A549	6	cell_painting	K22	SQ00014611	KIF11-1	A549	4	cell_health
KIF11	KIF11-1	A549	6	cell_painting	E03	SQ00014610	KIF11-1	A549	4	cell_health
KIF11	KIF11-1	A549	6	cell_painting	K22	SQ00014610	KIF11-1	A549	4	cell_health
KIF11	KIF11-1	A549	6	cell_painting	E03	SQ00014612	KIF11-1	A549	4	cell_health
KIF11	KIF11-1	A549	6	cell_painting	K22	SQ00014612	KIF11-1	A549	4	cell_health
KIF11	KIF11-2	A549	6	cell_painting	E05	SQ00014611	KIF11-2	A549	4	cell_health
KIF11	KIF11-2	A549	6	cell_painting	K20	SQ00014611	KIF11-2	A549	4	cell_health
KIF11	KIF11-2	A549	6	cell_painting	E05	SQ00014610	KIF11-2	A549	4	cell_health
KIF11	KIF11-2	A549	6	cell_painting	K20	SQ00014610	KIF11-2	A549	4	cell_health
KIF11	KIF11-2	A549	6	cell_painting	E05	SQ00014612	KIF11-2	A549	4	cell_health
KIF11	KIF11-2	A549	6	cell_painting	K20	SQ00014612	KIF11-2	A549	4	cell_health
KRAS	KRAS-1	A549	6	cell_painting	A24	SQ00014611	KRAS-1	A549	4	cell_health
KRAS	KRAS-1	A549	6	cell_painting	O01	SQ00014611	KRAS-1	A549	4	cell_health
KRAS	KRAS-1	A549	6	cell_painting	A24	SQ00014610	KRAS-1	A549	4	cell_health
KRAS	KRAS-1	A549	6	cell_painting	O01	SQ00014610	KRAS-1	A549	4	cell_health
KRAS	KRAS-1	A549	6	cell_painting	A24	SQ00014612	KRAS-1	A549	4	cell_health
KRAS	KRAS-1	A549	6	cell_painting	O01	SQ00014612	KRAS-1	A549	4	cell_health
KRAS	KRAS-2A	A549	6	cell_painting	A22	SQ00014611	KRAS-2A	A549	4	cell_health
KRAS	KRAS-2A	A549	6	cell_painting	O03	SQ00014611	KRAS-2A	A549	4	cell_health
KRAS	KRAS-2A	A549	6	cell_painting	A22	SQ00014610	KRAS-2A	A549	4	cell_health
KRAS	KRAS-2A	A549	6	cell_painting	O03	SQ00014610	KRAS-2A	A549	4	cell_health
KRAS	KRAS-2A	A549	6	cell_painting	A22	SQ00014612	KRAS-2A	A549	4	cell_health
KRAS	KRAS-2A	A549	6	cell_painting	O03	SQ00014612	KRAS-2A	A549	4	cell_health
KRAS	KRAS-2B	A549	6	cell_painting	A04	SQ00014611	KRAS-2B	A549	4	cell_health
KRAS	KRAS-2B	A549	6	cell_painting	O21	SQ00014611	KRAS-2B	A549	4	cell_health
KRAS	KRAS-2B	A549	6	cell_painting	A04	SQ00014610	KRAS-2B	A549	4	cell_health
KRAS	KRAS-2B	A549	6	cell_painting	O21	SQ00014610	KRAS-2B	A549	4	cell_health
KRAS	KRAS-2B	A549	6	cell_painting	A04	SQ00014612	KRAS-2B	A549	4	cell_health
KRAS	KRAS-2B	A549	6	cell_painting	O21	SQ00014612	KRAS-2B	A549	4	cell_health
LacZ	LacZ-2	A549	12	cell_painting	D22	SQ00014611	LacZ-2	A549	8	cell_health
LacZ	LacZ-2	A549	12	cell_painting	D24	SQ00014611	LacZ-2	A549	8	cell_health
LacZ	LacZ-2	A549	12	cell_painting	N01	SQ00014611	LacZ-2	A549	8	cell_health
LacZ	LacZ-2	A549	12	cell_painting	N03	SQ00014611	LacZ-2	A549	8	cell_health
LacZ	LacZ-2	A549	12	cell_painting	D22	SQ00014610	LacZ-2	A549	8	cell_health
LacZ	LacZ-2	A549	12	cell_painting	D24	SQ00014610	LacZ-2	A549	8	cell_health
LacZ	LacZ-2	A549	12	cell_painting	N01	SQ00014610	LacZ-2	A549	8	cell_health
LacZ	LacZ-2	A549	12	cell_painting	N03	SQ00014610	LacZ-2	A549	8	cell_health
LacZ	LacZ-2	A549	12	cell_painting	D22	SQ00014612	LacZ-2	A549	8	cell_health
LacZ	LacZ-2	A549	12	cell_painting	D24	SQ00014612	LacZ-2	A549	8	cell_health
LacZ	LacZ-2	A549	12	cell_painting	N01	SQ00014612	LacZ-2	A549	8	cell_health
LacZ	LacZ-2	A549	12	cell_painting	N03	SQ00014612	LacZ-2	A549	8	cell_health
LacZ	LacZ-3	A549	12	cell_painting	B22	SQ00014611	LacZ-3	A549	8	cell_health
LacZ	LacZ-3	A549	12	cell_painting	B24	SQ00014611	LacZ-3	A549	8	cell_health
LacZ	LacZ-3	A549	12	cell_painting	P01	SQ00014611	LacZ-3	A549	8	cell_health
LacZ	LacZ-3	A549	12	cell_painting	P03	SQ00014611	LacZ-3	A549	8	cell_health
LacZ	LacZ-3	A549	12	cell_painting	B22	SQ00014610	LacZ-3	A549	8	cell_health
LacZ	LacZ-3	A549	12	cell_painting	B24	SQ00014610	LacZ-3	A549	8	cell_health
LacZ	LacZ-3	A549	12	cell_painting	P01	SQ00014610	LacZ-3	A549	8	cell_health
LacZ	LacZ-3	A549	12	cell_painting	P03	SQ00014610	LacZ-3	A549	8	cell_health
LacZ	LacZ-3	A549	12	cell_painting	B22	SQ00014612	LacZ-3	A549	8	cell_health
LacZ	LacZ-3	A549	12	cell_painting	B24	SQ00014612	LacZ-3	A549	8	cell_health
LacZ	LacZ-3	A549	12	cell_painting	P01	SQ00014612	LacZ-3	A549	8	cell_health
LacZ	LacZ-3	A549	12	cell_painting	P03	SQ00014612	LacZ-3	A549	8	cell_health
Luc	Luc-1	A549	15	cell_painting	B13	SQ00014611	Luc-1	A549	10	cell_health
Luc	Luc-1	A549	15	cell_painting	B15	SQ00014611	Luc-1	A549	10	cell_health
Luc	Luc-1	A549	15	cell_painting	D13	SQ00014611	Luc-1	A549	10	cell_health
Luc	Luc-1	A549	15	cell_painting	N12	SQ00014611	Luc-1	A549	10	cell_health
Luc	Luc-1	A549	15	cell_painting	P12	SQ00014611	Luc-1	A549	10	cell_health
Luc	Luc-1	A549	15	cell_painting	B13	SQ00014610	Luc-1	A549	10	cell_health
Luc	Luc-1	A549	15	cell_painting	B15	SQ00014610	Luc-1	A549	10	cell_health
Luc	Luc-1	A549	15	cell_painting	D13	SQ00014610	Luc-1	A549	10	cell_health
Luc	Luc-1	A549	15	cell_painting	N12	SQ00014610	Luc-1	A549	10	cell_health
Luc	Luc-1	A549	15	cell_painting	P12	SQ00014610	Luc-1	A549	10	cell_health
Luc	Luc-1	A549	15	cell_painting	B13	SQ00014612	Luc-1	A549	10	cell_health
Luc	Luc-1	A549	15	cell_painting	B15	SQ00014612	Luc-1	A549	10	cell_health
Luc	Luc-1	A549	15	cell_painting	D13	SQ00014612	Luc-1	A549	10	cell_health
Luc	Luc-1	A549	15	cell_painting	N12	SQ00014612	Luc-1	A549	10	cell_health
Luc	Luc-1	A549	15	cell_painting	P12	SQ00014612	Luc-1	A549	10	cell_health
Luc	Luc-2	A549	9	cell_painting	D15	SQ00014611	Luc-2	A549	6	cell_health
Luc	Luc-2	A549	9	cell_painting	N10	SQ00014611	Luc-2	A549	6	cell_health
Luc	Luc-2	A549	9	cell_painting	P10	SQ00014611	Luc-2	A549	6	cell_health
Luc	Luc-2	A549	9	cell_painting	D15	SQ00014610	Luc-2	A549	6	cell_health
Luc	Luc-2	A549	9	cell_painting	N10	SQ00014610	Luc-2	A549	6	cell_health
Luc	Luc-2	A549	9	cell_painting	P10	SQ00014610	Luc-2	A549	6	cell_health
Luc	Luc-2	A549	9	cell_painting	D15	SQ00014612	Luc-2	A549	6	cell_health
Luc	Luc-2	A549	9	cell_painting	N10	SQ00014612	Luc-2	A549	6	cell_health
Luc	Luc-2	A549	9	cell_painting	P10	SQ00014612	Luc-2	A549	6	cell_health
MAPK1	MAPK1-1	A549	6	cell_painting	A20	SQ00014611	MAPK1-1	A549	4	cell_health
MAPK1	MAPK1-1	A549	6	cell_painting	O05	SQ00014611	MAPK1-1	A549	4	cell_health
MAPK1	MAPK1-1	A549	6	cell_painting	A20	SQ00014610	MAPK1-1	A549	4	cell_health
MAPK1	MAPK1-1	A549	6	cell_painting	O05	SQ00014610	MAPK1-1	A549	4	cell_health
MAPK1	MAPK1-1	A549	6	cell_painting	A20	SQ00014612	MAPK1-1	A549	4	cell_health
MAPK1	MAPK1-1	A549	6	cell_painting	O05	SQ00014612	MAPK1-1	A549	4	cell_health
MAPK1	MAPK1-2	A549	6	cell_painting	A18	SQ00014611	MAPK1-2	A549	4	cell_health
MAPK1	MAPK1-2	A549	6	cell_painting	O07	SQ00014611	MAPK1-2	A549	4	cell_health
MAPK1	MAPK1-2	A549	6	cell_painting	A18	SQ00014610	MAPK1-2	A549	4	cell_health
MAPK1	MAPK1-2	A549	6	cell_painting	O07	SQ00014610	MAPK1-2	A549	4	cell_health
MAPK1	MAPK1-2	A549	6	cell_painting	A18	SQ00014612	MAPK1-2	A549	4	cell_health
MAPK1	MAPK1-2	A549	6	cell_painting	O07	SQ00014612	MAPK1-2	A549	4	cell_health
MCL1	MCL1-2	A549	6	cell_painting	A14	SQ00014611	MCL1-2	A549	4	cell_health
MCL1	MCL1-2	A549	6	cell_painting	O11	SQ00014611	MCL1-2	A549	4	cell_health
MCL1	MCL1-2	A549	6	cell_painting	A14	SQ00014610	MCL1-2	A549	4	cell_health
MCL1	MCL1-2	A549	6	cell_painting	O11	SQ00014610	MCL1-2	A549	4	cell_health
MCL1	MCL1-2	A549	6	cell_painting	A14	SQ00014612	MCL1-2	A549	4	cell_health
MCL1	MCL1-2	A549	6	cell_painting	O11	SQ00014612	MCL1-2	A549	4	cell_health
MCL1	MCL1-5	A549	6	cell_painting	A02	SQ00014611	MCL1-5	A549	4	cell_health
MCL1	MCL1-5	A549	6	cell_painting	O23	SQ00014611	MCL1-5	A549	4	cell_health
MCL1	MCL1-5	A549	6	cell_painting	A02	SQ00014610	MCL1-5	A549	4	cell_health
MCL1	MCL1-5	A549	6	cell_painting	O23	SQ00014610	MCL1-5	A549	4	cell_health
MCL1	MCL1-5	A549	6	cell_painting	A02	SQ00014612	MCL1-5	A549	4	cell_health
MCL1	MCL1-5	A549	6	cell_painting	O23	SQ00014612	MCL1-5	A549	4	cell_health
MTOR	MTOR-1	A549	6	cell_painting	E07	SQ00014611	MTOR-1	A549	4	cell_health
MTOR	MTOR-1	A549	6	cell_painting	K18	SQ00014611	MTOR-1	A549	4	cell_health
MTOR	MTOR-1	A549	6	cell_painting	E07	SQ00014610	MTOR-1	A549	4	cell_health
MTOR	MTOR-1	A549	6	cell_painting	K18	SQ00014610	MTOR-1	A549	4	cell_health
MTOR	MTOR-1	A549	6	cell_painting	E07	SQ00014612	MTOR-1	A549	4	cell_health
MTOR	MTOR-1	A549	6	cell_painting	K18	SQ00014612	MTOR-1	A549	4	cell_health
MTOR	MTOR-2	A549	6	cell_painting	E09	SQ00014611	MTOR-2	A549	4	cell_health
MTOR	MTOR-2	A549	6	cell_painting	K16	SQ00014611	MTOR-2	A549	4	cell_health
MTOR	MTOR-2	A549	6	cell_painting	E09	SQ00014610	MTOR-2	A549	4	cell_health
MTOR	MTOR-2	A549	6	cell_painting	K16	SQ00014610	MTOR-2	A549	4	cell_health
MTOR	MTOR-2	A549	6	cell_painting	E09	SQ00014612	MTOR-2	A549	4	cell_health
MTOR	MTOR-2	A549	6	cell_painting	K16	SQ00014612	MTOR-2	A549	4	cell_health
MYC	MYC-1	A549	6	cell_painting	A12	SQ00014611	MYC-1	A549	4	cell_health
MYC	MYC-1	A549	6	cell_painting	O13	SQ00014611	MYC-1	A549	4	cell_health
MYC	MYC-1	A549	6	cell_painting	A12	SQ00014610	MYC-1	A549	4	cell_health
MYC	MYC-1	A549	6	cell_painting	O13	SQ00014610	MYC-1	A549	4	cell_health
MYC	MYC-1	A549	6	cell_painting	A12	SQ00014612	MYC-1	A549	4	cell_health
MYC	MYC-1	A549	6	cell_painting	O13	SQ00014612	MYC-1	A549	4	cell_health
MYC	MYC-2	A549	6	cell_painting	A10	SQ00014611	MYC-2	A549	4	cell_health
MYC	MYC-2	A549	6	cell_painting	O15	SQ00014611	MYC-2	A549	4	cell_health
MYC	MYC-2	A549	6	cell_painting	A10	SQ00014610	MYC-2	A549	4	cell_health
MYC	MYC-2	A549	6	cell_painting	O15	SQ00014610	MYC-2	A549	4	cell_health
MYC	MYC-2	A549	6	cell_painting	A10	SQ00014612	MYC-2	A549	4	cell_health
MYC	MYC-2	A549	6	cell_painting	O15	SQ00014612	MYC-2	A549	4	cell_health
ORC4	ORC4-1	A549	24	cell_painting	B10	SQ00014611	ORC4-1	A549	16	cell_health
ORC4	ORC4-1	A549	24	cell_painting	D10	SQ00014611	ORC4-1	A549	16	cell_health
ORC4	ORC4-1	A549	24	cell_painting	F22	SQ00014611	ORC4-1	A549	16	cell_health
ORC4	ORC4-1	A549	24	cell_painting	H22	SQ00014611	ORC4-1	A549	16	cell_health
ORC4	ORC4-1	A549	24	cell_painting	J03	SQ00014611	ORC4-1	A549	16	cell_health
ORC4	ORC4-1	A549	24	cell_painting	L03	SQ00014611	ORC4-1	A549	16	cell_health
ORC4	ORC4-1	A549	24	cell_painting	N15	SQ00014611	ORC4-1	A549	16	cell_health
ORC4	ORC4-1	A549	24	cell_painting	P15	SQ00014611	ORC4-1	A549	16	cell_health
ORC4	ORC4-1	A549	24	cell_painting	B10	SQ00014610	ORC4-1	A549	16	cell_health
ORC4	ORC4-1	A549	24	cell_painting	D10	SQ00014610	ORC4-1	A549	16	cell_health
ORC4	ORC4-1	A549	24	cell_painting	F22	SQ00014610	ORC4-1	A549	16	cell_health
ORC4	ORC4-1	A549	24	cell_painting	H22	SQ00014610	ORC4-1	A549	16	cell_health
ORC4	ORC4-1	A549	24	cell_painting	J03	SQ00014610	ORC4-1	A549	16	cell_health
ORC4	ORC4-1	A549	24	cell_painting	L03	SQ00014610	ORC4-1	A549	16	cell_health
ORC4	ORC4-1	A549	24	cell_painting	N15	SQ00014610	ORC4-1	A549	16	cell_health
ORC4	ORC4-1	A549	24	cell_painting	P15	SQ00014610	ORC4-1	A549	16	cell_health
ORC4	ORC4-1	A549	24	cell_painting	B10	SQ00014612	ORC4-1	A549	16	cell_health
ORC4	ORC4-1	A549	24	cell_painting	D10	SQ00014612	ORC4-1	A549	16	cell_health
ORC4	ORC4-1	A549	24	cell_painting	F22	SQ00014612	ORC4-1	A549	16	cell_health
ORC4	ORC4-1	A549	24	cell_painting	H22	SQ00014612	ORC4-1	A549	16	cell_health
ORC4	ORC4-1	A549	24	cell_painting	J03	SQ00014612	ORC4-1	A549	16	cell_health
ORC4	ORC4-1	A549	24	cell_painting	L03	SQ00014612	ORC4-1	A549	16	cell_health
ORC4	ORC4-1	A549	24	cell_painting	N15	SQ00014612	ORC4-1	A549	16	cell_health
ORC4	ORC4-1	A549	24	cell_painting	P15	SQ00014612	ORC4-1	A549	16	cell_health
ORC4	ORC4-2	A549	24	cell_painting	F05	SQ00014611	ORC4-2	A549	16	cell_health
ORC4	ORC4-2	A549	24	cell_painting	F08	SQ00014611	ORC4-2	A549	16	cell_health
ORC4	ORC4-2	A549	24	cell_painting	H05	SQ00014611	ORC4-2	A549	16	cell_health
ORC4	ORC4-2	A549	24	cell_painting	H08	SQ00014611	ORC4-2	A549	16	cell_health
ORC4	ORC4-2	A549	24	cell_painting	J17	SQ00014611	ORC4-2	A549	16	cell_health
ORC4	ORC4-2	A549	24	cell_painting	J20	SQ00014611	ORC4-2	A549	16	cell_health
ORC4	ORC4-2	A549	24	cell_painting	L17	SQ00014611	ORC4-2	A549	16	cell_health
ORC4	ORC4-2	A549	24	cell_painting	L20	SQ00014611	ORC4-2	A549	16	cell_health
ORC4	ORC4-2	A549	24	cell_painting	F05	SQ00014610	ORC4-2	A549	16	cell_health
ORC4	ORC4-2	A549	24	cell_painting	F08	SQ00014610	ORC4-2	A549	16	cell_health
ORC4	ORC4-2	A549	24	cell_painting	H05	SQ00014610	ORC4-2	A549	16	cell_health
ORC4	ORC4-2	A549	24	cell_painting	H08	SQ00014610	ORC4-2	A549	16	cell_health
ORC4	ORC4-2	A549	24	cell_painting	J17	SQ00014610	ORC4-2	A549	16	cell_health
ORC4	ORC4-2	A549	24	cell_painting	J20	SQ00014610	ORC4-2	A549	16	cell_health
ORC4	ORC4-2	A549	24	cell_painting	L17	SQ00014610	ORC4-2	A549	16	cell_health
ORC4	ORC4-2	A549	24	cell_painting	L20	SQ00014610	ORC4-2	A549	16	cell_health
ORC4	ORC4-2	A549	24	cell_painting	F05	SQ00014612	ORC4-2	A549	16	cell_health
ORC4	ORC4-2	A549	24	cell_painting	F08	SQ00014612	ORC4-2	A549	16	cell_health
ORC4	ORC4-2	A549	24	cell_painting	H05	SQ00014612	ORC4-2	A549	16	cell_health
ORC4	ORC4-2	A549	24	cell_painting	H08	SQ00014612	ORC4-2	A549	16	cell_health
ORC4	ORC4-2	A549	24	cell_painting	J17	SQ00014612	ORC4-2	A549	16	cell_health
ORC4	ORC4-2	A549	24	cell_painting	J20	SQ00014612	ORC4-2	A549	16	cell_health
ORC4	ORC4-2	A549	24	cell_painting	L17	SQ00014612	ORC4-2	A549	16	cell_health
ORC4	ORC4-2	A549	24	cell_painting	L20	SQ00014612	ORC4-2	A549	16	cell_health
PIK3CA	PIK3CA-1	A549	6	cell_painting	E11	SQ00014611	PIK3CA-1	A549	4	cell_health
PIK3CA	PIK3CA-1	A549	6	cell_painting	K14	SQ00014611	PIK3CA-1	A549	4	cell_health
PIK3CA	PIK3CA-1	A549	6	cell_painting	E11	SQ00014610	PIK3CA-1	A549	4	cell_health
PIK3CA	PIK3CA-1	A549	6	cell_painting	K14	SQ00014610	PIK3CA-1	A549	4	cell_health
PIK3CA	PIK3CA-1	A549	6	cell_painting	E11	SQ00014612	PIK3CA-1	A549	4	cell_health
PIK3CA	PIK3CA-1	A549	6	cell_painting	K14	SQ00014612	PIK3CA-1	A549	4	cell_health
PIK3CA	PIK3CA-2	A549	6	cell_painting	E13	SQ00014611	PIK3CA-2	A549	4	cell_health
PIK3CA	PIK3CA-2	A549	6	cell_painting	K12	SQ00014611	PIK3CA-2	A549	4	cell_health
PIK3CA	PIK3CA-2	A549	6	cell_painting	E13	SQ00014610	PIK3CA-2	A549	4	cell_health
PIK3CA	PIK3CA-2	A549	6	cell_painting	K12	SQ00014610	PIK3CA-2	A549	4	cell_health
PIK3CA	PIK3CA-2	A549	6	cell_painting	E13	SQ00014612	PIK3CA-2	A549	4	cell_health
PIK3CA	PIK3CA-2	A549	6	cell_painting	K12	SQ00014612	PIK3CA-2	A549	4	cell_health
POLR2D	POLR2D-1	A549	24	cell_painting	F01	SQ00014611	POLR2D-1	A549	16	cell_health
POLR2D	POLR2D-1	A549	24	cell_painting	F12	SQ00014611	POLR2D-1	A549	16	cell_health
POLR2D	POLR2D-1	A549	24	cell_painting	H01	SQ00014611	POLR2D-1	A549	16	cell_health
POLR2D	POLR2D-1	A549	24	cell_painting	H12	SQ00014611	POLR2D-1	A549	16	cell_health
POLR2D	POLR2D-1	A549	24	cell_painting	J13	SQ00014611	POLR2D-1	A549	16	cell_health
POLR2D	POLR2D-1	A549	24	cell_painting	J24	SQ00014611	POLR2D-1	A549	16	cell_health
POLR2D	POLR2D-1	A549	24	cell_painting	L13	SQ00014611	POLR2D-1	A549	16	cell_health
POLR2D	POLR2D-1	A549	24	cell_painting	L24	SQ00014611	POLR2D-1	A549	16	cell_health
POLR2D	POLR2D-1	A549	24	cell_painting	F01	SQ00014610	POLR2D-1	A549	16	cell_health
POLR2D	POLR2D-1	A549	24	cell_painting	F12	SQ00014610	POLR2D-1	A549	16	cell_health
POLR2D	POLR2D-1	A549	24	cell_painting	H01	SQ00014610	POLR2D-1	A549	16	cell_health
POLR2D	POLR2D-1	A549	24	cell_painting	H12	SQ00014610	POLR2D-1	A549	16	cell_health
POLR2D	POLR2D-1	A549	24	cell_painting	J13	SQ00014610	POLR2D-1	A549	16	cell_health
POLR2D	POLR2D-1	A549	24	cell_painting	J24	SQ00014610	POLR2D-1	A549	16	cell_health
POLR2D	POLR2D-1	A549	24	cell_painting	L13	SQ00014610	POLR2D-1	A549	16	cell_health
POLR2D	POLR2D-1	A549	24	cell_painting	L24	SQ00014610	POLR2D-1	A549	16	cell_health
POLR2D	POLR2D-1	A549	24	cell_painting	F01	SQ00014612	POLR2D-1	A549	16	cell_health
POLR2D	POLR2D-1	A549	24	cell_painting	F12	SQ00014612	POLR2D-1	A549	16	cell_health
POLR2D	POLR2D-1	A549	24	cell_painting	H01	SQ00014612	POLR2D-1	A549	16	cell_health
POLR2D	POLR2D-1	A549	24	cell_painting	H12	SQ00014612	POLR2D-1	A549	16	cell_health
POLR2D	POLR2D-1	A549	24	cell_painting	J13	SQ00014612	POLR2D-1	A549	16	cell_health
POLR2D	POLR2D-1	A549	24	cell_painting	J24	SQ00014612	POLR2D-1	A549	16	cell_health
POLR2D	POLR2D-1	A549	24	cell_painting	L13	SQ00014612	POLR2D-1	A549	16	cell_health
