Metadata_gene_name	Metadata_pert_name	Metadata_cell_line	n_measurements_paint	data_type_paint	Metadata_Plate	n_measurements_health	data_type_health
LacZ	LacZ-2	A549	16	cell_painting	SQ00014610	8	cell_health
LacZ	LacZ-2	A549	16	cell_painting	SQ00014610	8	cell_health
LacZ	LacZ-2	A549	16	cell_painting	SQ00014610	8	cell_health
LacZ	LacZ-2	A549	16	cell_painting	SQ00014610	8	cell_health
LacZ	LacZ-2	A549	16	cell_painting	SQ00014610	8	cell_health
LacZ	LacZ-2	A549	16	cell_painting	SQ00014610	8	cell_health
LacZ	LacZ-2	A549	16	cell_painting	SQ00014612	8	cell_health
LacZ	LacZ-2	A549	16	cell_painting	SQ00014612	8	cell_health
LacZ	LacZ-2	A549	16	cell_painting	SQ00014612	8	cell_health
LacZ	LacZ-2	A549	16	cell_painting	SQ00014612	8	cell_health
LacZ	LacZ-3	A549	16	cell_painting	SQ00014611	8	cell_health
LacZ	LacZ-3	A549	16	cell_painting	SQ00014611	8	cell_health
LacZ	LacZ-3	A549	16	cell_painting	SQ00014611	8	cell_health
LacZ	LacZ-3	A549	16	cell_painting	SQ00014611	8	cell_health
LacZ	LacZ-3	A549	16	cell_painting	SQ00014610	8	cell_health
LacZ	LacZ-3	A549	16	cell_painting	SQ00014610	8	cell_health
LacZ	LacZ-3	A549	16	cell_painting	SQ00014610	8	cell_health
LacZ	LacZ-3	A549	16	cell_painting	SQ00014610	8	cell_health
LacZ	LacZ-3	A549	16	cell_painting	SQ00014610	8	cell_health
LacZ	LacZ-3	A549	16	cell_painting	SQ00014610	8	cell_health
LacZ	LacZ-3	A549	16	cell_painting	SQ00014610	8	cell_health
LacZ	LacZ-3	A549	16	cell_painting	SQ00014610	8	cell_health
LacZ	LacZ-3	A549	16	cell_painting	SQ00014612	8	cell_health
LacZ	LacZ-3	A549	16	cell_painting	SQ00014612	8	cell_health
LacZ	LacZ-3	A549	16	cell_painting	SQ00014612	8	cell_health
LacZ	LacZ-3	A549	16	cell_painting	SQ00014612	8	cell_health
Luc	Luc-1	A549	20	cell_painting	SQ00014611	10	cell_health
Luc	Luc-1	A549	20	cell_painting	SQ00014611	10	cell_health
Luc	Luc-1	A549	20	cell_painting	SQ00014611	10	cell_health
Luc	Luc-1	A549	20	cell_painting	SQ00014611	10	cell_health
Luc	Luc-1	A549	20	cell_painting	SQ00014611	10	cell_health
Luc	Luc-1	A549	20	cell_painting	SQ00014610	10	cell_health
Luc	Luc-1	A549	20	cell_painting	SQ00014610	10	cell_health
Luc	Luc-1	A549	20	cell_painting	SQ00014610	10	cell_health
Luc	Luc-1	A549	20	cell_painting	SQ00014610	10	cell_health
Luc	Luc-1	A549	20	cell_painting	SQ00014610	10	cell_health
Luc	Luc-1	A549	20	cell_painting	SQ00014610	10	cell_health
Luc	Luc-1	A549	20	cell_painting	SQ00014610	10	cell_health
Luc	Luc-1	A549	20	cell_painting	SQ00014610	10	cell_health
Luc	Luc-1	A549	20	cell_painting	SQ00014610	10	cell_health
Luc	Luc-1	A549	20	cell_painting	SQ00014610	10	cell_health
Luc	Luc-1	A549	20	cell_painting	SQ00014612	10	cell_health
Luc	Luc-1	A549	20	cell_painting	SQ00014612	10	cell_health
Luc	Luc-1	A549	20	cell_painting	SQ00014612	10	cell_health
Luc	Luc-1	A549	20	cell_painting	SQ00014612	10	cell_health
Luc	Luc-1	A549	20	cell_painting	SQ00014612	10	cell_health
Luc	Luc-2	A549	12	cell_painting	SQ00014611	6	cell_health
Luc	Luc-2	A549	12	cell_painting	SQ00014611	6	cell_health
Luc	Luc-2	A549	12	cell_painting	SQ00014611	6	cell_health
Luc	Luc-2	A549	12	cell_painting	SQ00014610	6	cell_health
Luc	Luc-2	A549	12	cell_painting	SQ00014610	6	cell_health
Luc	Luc-2	A549	12	cell_painting	SQ00014610	6	cell_health
Luc	Luc-2	A549	12	cell_painting	SQ00014610	6	cell_health
Luc	Luc-2	A549	12	cell_painting	SQ00014610	6	cell_health
Luc	Luc-2	A549	12	cell_painting	SQ00014610	6	cell_health
Luc	Luc-2	A549	12	cell_painting	SQ00014612	6	cell_health
Luc	Luc-2	A549	12	cell_painting	SQ00014612	6	cell_health
Luc	Luc-2	A549	12	cell_painting	SQ00014612	6	cell_health
MAPK1	MAPK1-1	A549	8	cell_painting	SQ00014611	4	cell_health
MAPK1	MAPK1-1	A549	8	cell_painting	SQ00014611	4	cell_health
MAPK1	MAPK1-1	A549	8	cell_painting	SQ00014610	4	cell_health
MAPK1	MAPK1-1	A549	8	cell_painting	SQ00014610	4	cell_health
MAPK1	MAPK1-1	A549	8	cell_painting	SQ00014610	4	cell_health
MAPK1	MAPK1-1	A549	8	cell_painting	SQ00014610	4	cell_health
MAPK1	MAPK1-1	A549	8	cell_painting	SQ00014612	4	cell_health
MAPK1	MAPK1-1	A549	8	cell_painting	SQ00014612	4	cell_health
MAPK1	MAPK1-2	A549	8	cell_painting	SQ00014611	4	cell_health
MAPK1	MAPK1-2	A549	8	cell_painting	SQ00014611	4	cell_health
MAPK1	MAPK1-2	A549	8	cell_painting	SQ00014610	4	cell_health
MAPK1	MAPK1-2	A549	8	cell_painting	SQ00014610	4	cell_health
MAPK1	MAPK1-2	A549	8	cell_painting	SQ00014610	4	cell_health
MAPK1	MAPK1-2	A549	8	cell_painting	SQ00014610	4	cell_health
MAPK1	MAPK1-2	A549	8	cell_painting	SQ00014612	4	cell_health
MAPK1	MAPK1-2	A549	8	cell_painting	SQ00014612	4	cell_health
MCL1	MCL1-2	A549	8	cell_painting	SQ00014611	4	cell_health
MCL1	MCL1-2	A549	8	cell_painting	SQ00014611	4	cell_health
MCL1	MCL1-2	A549	8	cell_painting	SQ00014610	4	cell_health
MCL1	MCL1-2	A549	8	cell_painting	SQ00014610	4	cell_health
MCL1	MCL1-2	A549	8	cell_painting	SQ00014610	4	cell_health
MCL1	MCL1-2	A549	8	cell_painting	SQ00014610	4	cell_health
MCL1	MCL1-2	A549	8	cell_painting	SQ00014612	4	cell_health
MCL1	MCL1-2	A549	8	cell_painting	SQ00014612	4	cell_health
MCL1	MCL1-5	A549	8	cell_painting	SQ00014611	4	cell_health
MCL1	MCL1-5	A549	8	cell_painting	SQ00014611	4	cell_health
MCL1	MCL1-5	A549	8	cell_painting	SQ00014610	4	cell_health
MCL1	MCL1-5	A549	8	cell_painting	SQ00014610	4	cell_health
MCL1	MCL1-5	A549	8	cell_painting	SQ00014610	4	cell_health
MCL1	MCL1-5	A549	8	cell_painting	SQ00014610	4	cell_health
MCL1	MCL1-5	A549	8	cell_painting	SQ00014612	4	cell_health
MCL1	MCL1-5	A549	8	cell_painting	SQ00014612	4	cell_health
MTOR	MTOR-1	A549	8	cell_painting	SQ00014611	4	cell_health
MTOR	MTOR-1	A549	8	cell_painting	SQ00014611	4	cell_health
MTOR	MTOR-1	A549	8	cell_painting	SQ00014610	4	cell_health
MTOR	MTOR-1	A549	8	cell_painting	SQ00014610	4	cell_health
MTOR	MTOR-1	A549	8	cell_painting	SQ00014610	4	cell_health
MTOR	MTOR-1	A549	8	cell_painting	SQ00014610	4	cell_health
MTOR	MTOR-1	A549	8	cell_painting	SQ00014612	4	cell_health
MTOR	MTOR-1	A549	8	cell_painting	SQ00014612	4	cell_health
MTOR	MTOR-2	A549	8	cell_painting	SQ00014611	4	cell_health
MTOR	MTOR-2	A549	8	cell_painting	SQ00014611	4	cell_health
MTOR	MTOR-2	A549	8	cell_painting	SQ00014610	4	cell_health
MTOR	MTOR-2	A549	8	cell_painting	SQ00014610	4	cell_health
MTOR	MTOR-2	A549	8	cell_painting	SQ00014610	4	cell_health
MTOR	MTOR-2	A549	8	cell_painting	SQ00014610	4	cell_health
MTOR	MTOR-2	A549	8	cell_painting	SQ00014612	4	cell_health
MTOR	MTOR-2	A549	8	cell_painting	SQ00014612	4	cell_health
MYC	MYC-1	A549	8	cell_painting	SQ00014611	4	cell_health
MYC	MYC-1	A549	8	cell_painting	SQ00014611	4	cell_health
MYC	MYC-1	A549	8	cell_painting	SQ00014610	4	cell_health
MYC	MYC-1	A549	8	cell_painting	SQ00014610	4	cell_health
MYC	MYC-1	A549	8	cell_painting	SQ00014610	4	cell_health
MYC	MYC-1	A549	8	cell_painting	SQ00014610	4	cell_health
MYC	MYC-1	A549	8	cell_painting	SQ00014612	4	cell_health
MYC	MYC-1	A549	8	cell_painting	SQ00014612	4	cell_health
MYC	MYC-2	A549	8	cell_painting	SQ00014611	4	cell_health
MYC	MYC-2	A549	8	cell_painting	SQ00014611	4	cell_health
MYC	MYC-2	A549	8	cell_painting	SQ00014610	4	cell_health
MYC	MYC-2	A549	8	cell_painting	SQ00014610	4	cell_health
MYC	MYC-2	A549	8	cell_painting	SQ00014610	4	cell_health
MYC	MYC-2	A549	8	cell_painting	SQ00014610	4	cell_health
MYC	MYC-2	A549	8	cell_painting	SQ00014612	4	cell_health
MYC	MYC-2	A549	8	cell_painting	SQ00014612	4	cell_health
ORC4	ORC4-1	A549	32	cell_painting	SQ00014611	16	cell_health
ORC4	ORC4-1	A549	32	cell_painting	SQ00014611	16	cell_health
ORC4	ORC4-1	A549	32	cell_painting	SQ00014611	16	cell_health
ORC4	ORC4-1	A549	32	cell_painting	SQ00014611	16	cell_health
ORC4	ORC4-1	A549	32	cell_painting	SQ00014611	16	cell_health
ORC4	ORC4-1	A549	32	cell_painting	SQ00014611	16	cell_health
ORC4	ORC4-1	A549	32	cell_painting	SQ00014611	16	cell_health
ORC4	ORC4-1	A549	32	cell_painting	SQ00014611	16	cell_health
ORC4	ORC4-1	A549	32	cell_painting	SQ00014610	16	cell_health
ORC4	ORC4-1	A549	32	cell_painting	SQ00014610	16	cell_health
ORC4	ORC4-1	A549	32	cell_painting	SQ00014610	16	cell_health
ORC4	ORC4-1	A549	32	cell_painting	SQ00014610	16	cell_health
ORC4	ORC4-1	A549	32	cell_painting	SQ00014610	16	cell_health
ORC4	ORC4-1	A549	32	cell_painting	SQ00014610	16	cell_health
ORC4	ORC4-1	A549	32	cell_painting	SQ00014610	16	cell_health
ORC4	ORC4-1	A549	32	cell_painting	SQ00014610	16	cell_health
ORC4	ORC4-1	A549	32	cell_painting	SQ00014610	16	cell_health
ORC4	ORC4-1	A549	32	cell_painting	SQ00014610	16	cell_health
ORC4	ORC4-1	A549	32	cell_painting	SQ00014610	16	cell_health
ORC4	ORC4-1	A549	32	cell_painting	SQ00014610	16	cell_health
ORC4	ORC4-1	A549	32	cell_painting	SQ00014610	16	cell_health
ORC4	ORC4-1	A549	32	cell_painting	SQ00014610	16	cell_health
ORC4	ORC4-1	A549	32	cell_painting	SQ00014610	16	cell_health
ORC4	ORC4-1	A549	32	cell_painting	SQ00014610	16	cell_health
ORC4	ORC4-1	A549	32	cell_painting	SQ00014612	16	cell_health
ORC4	ORC4-1	A549	32	cell_painting	SQ00014612	16	cell_health
ORC4	ORC4-1	A549	32	cell_painting	SQ00014612	16	cell_health
ORC4	ORC4-1	A549	32	cell_painting	SQ00014612	16	cell_health
ORC4	ORC4-1	A549	32	cell_painting	SQ00014612	16	cell_health
ORC4	ORC4-1	A549	32	cell_painting	SQ00014612	16	cell_health
ORC4	ORC4-1	A549	32	cell_painting	SQ00014612	16	cell_health
ORC4	ORC4-1	A549	32	cell_painting	SQ00014612	16	cell_health
ORC4	ORC4-2	A549	32	cell_painting	SQ00014611	16	cell_health
ORC4	ORC4-2	A549	32	cell_painting	SQ00014611	16	cell_health
ORC4	ORC4-2	A549	32	cell_painting	SQ00014611	16	cell_health
ORC4	ORC4-2	A549	32	cell_painting	SQ00014611	16	cell_health
ORC4	ORC4-2	A549	32	cell_painting	SQ00014611	16	cell_health
ORC4	ORC4-2	A549	32	cell_painting	SQ00014611	16	cell_health
ORC4	ORC4-2	A549	32	cell_painting	SQ00014611	16	cell_health
ORC4	ORC4-2	A549	32	cell_painting	SQ00014611	16	cell_health
ORC4	ORC4-2	A549	32	cell_painting	SQ00014610	16	cell_health
ORC4	ORC4-2	A549	32	cell_painting	SQ00014610	16	cell_health
ORC4	ORC4-2	A549	32	cell_painting	SQ00014610	16	cell_health
ORC4	ORC4-2	A549	32	cell_painting	SQ00014610	16	cell_health
ORC4	ORC4-2	A549	32	cell_painting	SQ00014610	16	cell_health
ORC4	ORC4-2	A549	32	cell_painting	SQ00014610	16	cell_health
ORC4	ORC4-2	A549	32	cell_painting	SQ00014610	16	cell_health
ORC4	ORC4-2	A549	32	cell_painting	SQ00014610	16	cell_health
ORC4	ORC4-2	A549	32	cell_painting	SQ00014610	16	cell_health
ORC4	ORC4-2	A549	32	cell_painting	SQ00014610	16	cell_health
ORC4	ORC4-2	A549	32	cell_painting	SQ00014610	16	cell_health
ORC4	ORC4-2	A549	32	cell_painting	SQ00014610	16	cell_health
ORC4	ORC4-2	A549	32	cell_painting	SQ00014610	16	cell_health
ORC4	ORC4-2	A549	32	cell_painting	SQ00014610	16	cell_health
ORC4	ORC4-2	A549	32	cell_painting	SQ00014610	16	cell_health
ORC4	ORC4-2	A549	32	cell_painting	SQ00014610	16	cell_health
ORC4	ORC4-2	A549	32	cell_painting	SQ00014612	16	cell_health
ORC4	ORC4-2	A549	32	cell_painting	SQ00014612	16	cell_health
ORC4	ORC4-2	A549	32	cell_painting	SQ00014612	16	cell_health
ORC4	ORC4-2	A549	32	cell_painting	SQ00014612	16	cell_health
ORC4	ORC4-2	A549	32	cell_painting	SQ00014612	16	cell_health
ORC4	ORC4-2	A549	32	cell_painting	SQ00014612	16	cell_health
ORC4	ORC4-2	A549	32	cell_painting	SQ00014612	16	cell_health
ORC4	ORC4-2	A549	32	cell_painting	SQ00014612	16	cell_health
PIK3CA	PIK3CA-1	A549	8	cell_painting	SQ00014611	4	cell_health
PIK3CA	PIK3CA-1	A549	8	cell_painting	SQ00014611	4	cell_health
PIK3CA	PIK3CA-1	A549	8	cell_painting	SQ00014610	4	cell_health
PIK3CA	PIK3CA-1	A549	8	cell_painting	SQ00014610	4	cell_health
PIK3CA	PIK3CA-1	A549	8	cell_painting	SQ00014610	4	cell_health
PIK3CA	PIK3CA-1	A549	8	cell_painting	SQ00014610	4	cell_health
PIK3CA	PIK3CA-1	A549	8	cell_painting	SQ00014612	4	cell_health
PIK3CA	PIK3CA-1	A549	8	cell_painting	SQ00014612	4	cell_health
PIK3CA	PIK3CA-2	A549	8	cell_painting	SQ00014611	4	cell_health
PIK3CA	PIK3CA-2	A549	8	cell_painting	SQ00014611	4	cell_health
PIK3CA	PIK3CA-2	A549	8	cell_painting	SQ00014610	4	cell_health
PIK3CA	PIK3CA-2	A549	8	cell_painting	SQ00014610	4	cell_health
PIK3CA	PIK3CA-2	A549	8	cell_painting	SQ00014610	4	cell_health
PIK3CA	PIK3CA-2	A549	8	cell_painting	SQ00014610	4	cell_health
PIK3CA	PIK3CA-2	A549	8	cell_painting	SQ00014612	4	cell_health
PIK3CA	PIK3CA-2	A549	8	cell_painting	SQ00014612	4	cell_health
POLR2D	POLR2D-1	A549	32	cell_painting	SQ00014611	16	cell_health
POLR2D	POLR2D-1	A549	32	cell_painting	SQ00014611	16	cell_health
POLR2D	POLR2D-1	A549	32	cell_painting	SQ00014611	16	cell_health
POLR2D	POLR2D-1	A549	32	cell_painting	SQ00014611	16	cell_health
POLR2D	POLR2D-1	A549	32	cell_painting	SQ00014611	16	cell_health
POLR2D	POLR2D-1	A549	32	cell_painting	SQ00014611	16	cell_health
POLR2D	POLR2D-1	A549	32	cell_painting	SQ00014611	16	cell_health
POLR2D	POLR2D-1	A549	32	cell_painting	SQ00014611	16	cell_health
POLR2D	POLR2D-1	A549	32	cell_painting	SQ00014610	16	cell_health
POLR2D	POLR2D-1	A549	32	cell_painting	SQ00014610	16	cell_health
POLR2D	POLR2D-1	A549	32	cell_painting	SQ00014610	16	cell_health
POLR2D	POLR2D-1	A549	32	cell_painting	SQ00014610	16	cell_health
POLR2D	POLR2D-1	A549	32	cell_painting	SQ00014610	16	cell_health
POLR2D	POLR2D-1	A549	32	cell_painting	SQ00014610	16	cell_health
POLR2D	POLR2D-1	A549	32	cell_painting	SQ00014610	16	cell_health
POLR2D	POLR2D-1	A549	32	cell_painting	SQ00014610	16	cell_health
POLR2D	POLR2D-1	A549	32	cell_painting	SQ00014610	16	cell_health
POLR2D	POLR2D-1	A549	32	cell_painting	SQ00014610	16	cell_health
POLR2D	POLR2D-1	A549	32	cell_painting	SQ00014610	16	cell_health
POLR2D	POLR2D-1	A549	32	cell_painting	SQ00014610	16	cell_health
POLR2D	POLR2D-1	A549	32	cell_painting	SQ00014610	16	cell_health
POLR2D	POLR2D-1	A549	32	cell_painting	SQ00014610	16	cell_health
POLR2D	POLR2D-1	A549	32	cell_painting	SQ00014610	16	cell_health
POLR2D	POLR2D-1	A549	32	cell_painting	SQ00014610	16	cell_health
POLR2D	POLR2D-1	A549	32	cell_painting	SQ00014612	16	cell_health
POLR2D	POLR2D-1	A549	32	cell_painting	SQ00014612	16	cell_health
POLR2D	POLR2D-1	A549	32	cell_painting	SQ00014612	16	cell_health
POLR2D	POLR2D-1	A549	32	cell_painting	SQ00014612	16	cell_health
POLR2D	POLR2D-1	A549	32	cell_painting	SQ00014612	16	cell_health
POLR2D	POLR2D-1	A549	32	cell_painting	SQ00014612	16	cell_health
POLR2D	POLR2D-1	A549	32	cell_painting	SQ00014612	16	cell_health
POLR2D	POLR2D-1	A549	32	cell_painting	SQ00014612	16	cell_health
POLR2D	POLR2D-2	A549	32	cell_painting	SQ00014611	16	cell_health
POLR2D	POLR2D-2	A549	32	cell_painting	SQ00014611	16	cell_health
POLR2D	POLR2D-2	A549	32	cell_painting	SQ00014611	16	cell_health
POLR2D	POLR2D-2	A549	32	cell_painting	SQ00014611	16	cell_health
POLR2D	POLR2D-2	A549	32	cell_painting	SQ00014611	16	cell_health
POLR2D	POLR2D-2	A549	32	cell_painting	SQ00014611	16	cell_health
POLR2D	POLR2D-2	A549	32	cell_painting	SQ00014611	16	cell_health
POLR2D	POLR2D-2	A549	32	cell_painting	SQ00014611	16	cell_health
POLR2D	POLR2D-2	A549	32	cell_painting	SQ00014610	16	cell_health
POLR2D	POLR2D-2	A549	32	cell_painting	SQ00014610	16	cell_health
POLR2D	POLR2D-2	A549	32	cell_painting	SQ00014610	16	cell_health
POLR2D	POLR2D-2	A549	32	cell_painting	SQ00014610	16	cell_health
POLR2D	POLR2D-2	A549	32	cell_painting	SQ00014610	16	cell_health
POLR2D	POLR2D-2	A549	32	cell_painting	SQ00014610	16	cell_health
POLR2D	POLR2D-2	A549	32	cell_painting	SQ00014610	16	cell_health
POLR2D	POLR2D-2	A549	32	cell_painting	SQ00014610	16	cell_health
POLR2D	POLR2D-2	A549	32	cell_painting	SQ00014610	16	cell_health
POLR2D	POLR2D-2	A549	32	cell_painting	SQ00014610	16	cell_health
POLR2D	POLR2D-2	A549	32	cell_painting	SQ00014610	16	cell_health
POLR2D	POLR2D-2	A549	32	cell_painting	SQ00014610	16	cell_health
POLR2D	POLR2D-2	A549	32	cell_painting	SQ00014610	16	cell_health
POLR2D	POLR2D-2	A549	32	cell_painting	SQ00014610	16	cell_health
POLR2D	POLR2D-2	A549	32	cell_painting	SQ00014610	16	cell_health
POLR2D	POLR2D-2	A549	32	cell_painting	SQ00014610	16	cell_health
POLR2D	POLR2D-2	A549	32	cell_painting	SQ00014612	16	cell_health
POLR2D	POLR2D-2	A549	32	cell_painting	SQ00014612	16	cell_health
POLR2D	POLR2D-2	A549	32	cell_painting	SQ00014612	16	cell_health
POLR2D	POLR2D-2	A549	32	cell_painting	SQ00014612	16	cell_health
POLR2D	POLR2D-2	A549	32	cell_painting	SQ00014612	16	cell_health
POLR2D	POLR2D-2	A549	32	cell_painting	SQ00014612	16	cell_health
POLR2D	POLR2D-2	A549	32	cell_painting	SQ00014612	16	cell_health
POLR2D	POLR2D-2	A549	32	cell_painting	SQ00014612	16	cell_health
PPIB	PPIB-1	A549	32	cell_painting	SQ00014611	16	cell_health
PPIB	PPIB-1	A549	32	cell_painting	SQ00014611	16	cell_health
PPIB	PPIB-1	A549	32	cell_painting	SQ00014611	16	cell_health
PPIB	PPIB-1	A549	32	cell_painting	SQ00014611	16	cell_health
PPIB	PPIB-1	A549	32	cell_painting	SQ00014611	16	cell_health
PPIB	PPIB-1	A549	32	cell_painting	SQ00014611	16	cell_health
PPIB	PPIB-1	A549	32	cell_painting	SQ00014611	16	cell_health
PPIB	PPIB-1	A549	32	cell_painting	SQ00014611	16	cell_health
PPIB	PPIB-1	A549	32	cell_painting	SQ00014610	16	cell_health
PPIB	PPIB-1	A549	32	cell_painting	SQ00014610	16	cell_health
PPIB	PPIB-1	A549	32	cell_painting	SQ00014610	16	cell_health
PPIB	PPIB-1	A549	32	cell_painting	SQ00014610	16	cell_health
PPIB	PPIB-1	A549	32	cell_painting	SQ00014610	16	cell_health
PPIB	PPIB-1	A549	32	cell_painting	SQ00014610	16	cell_health
PPIB	PPIB-1	A549	32	cell_painting	SQ00014610	16	cell_health
PPIB	PPIB-1	A549	32	cell_painting	SQ00014610	16	cell_health
PPIB	PPIB-1	A549	32	cell_painting	SQ00014610	16	cell_health
PPIB	PPIB-1	A549	32	cell_painting	SQ00014610	16	cell_health
PPIB	PPIB-1	A549	32	cell_painting	SQ00014610	16	cell_health
PPIB	PPIB-1	A549	32	cell_painting	SQ00014610	16	cell_health
PPIB	PPIB-1	A549	32	cell_painting	SQ00014610	16	cell_health
PPIB	PPIB-1	A549	32	cell_painting	SQ00014610	16	cell_health
PPIB	PPIB-1	A549	32	cell_painting	SQ00014610	16	cell_health
PPIB	PPIB-1	A549	32	cell_painting	SQ00014610	16	cell_health
PPIB	PPIB-1	A549	32	cell_painting	SQ00014612	16	cell_health
PPIB	PPIB-1	A549	32	cell_painting	SQ00014612	16	cell_health
PPIB	PPIB-1	A549	32	cell_painting	SQ00014612	16	cell_health
PPIB	PPIB-1	A549	32	cell_painting	SQ00014612	16	cell_health
PPIB	PPIB-1	A549	32	cell_painting	SQ00014612	16	cell_health
PPIB	PPIB-1	A549	32	cell_painting	SQ00014612	16	cell_health
PPIB	PPIB-1	A549	32	cell_painting	SQ00014612	16	cell_health
PPIB	PPIB-1	A549	32	cell_painting	SQ00014612	16	cell_health
PPIB	PPIB-2	A549	32	cell_painting	SQ00014611	16	cell_health
PPIB	PPIB-2	A549	32	cell_painting	SQ00014611	16	cell_health
PPIB	PPIB-2	A549	32	cell_painting	SQ00014611	16	cell_health
PPIB	PPIB-2	A549	32	cell_painting	SQ00014611	16	cell_health
PPIB	PPIB-2	A549	32	cell_painting	SQ00014611	16	cell_health
PPIB	PPIB-2	A549	32	cell_painting	SQ00014611	16	cell_health
PPIB	PPIB-2	A549	32	cell_painting	SQ00014611	16	cell_health
PPIB	PPIB-2	A549	32	cell_painting	SQ00014611	16	cell_health
PPIB	PPIB-2	A549	32	cell_painting	SQ00014610	16	cell_health
PPIB	PPIB-2	A549	32	cell_painting	SQ00014610	16	cell_health
PPIB	PPIB-2	A549	32	cell_painting	SQ00014610	16	cell_health
PPIB	PPIB-2	A549	32	cell_painting	SQ00014610	16	cell_health
PPIB	PPIB-2	A549	32	cell_painting	SQ00014610	16	cell_health
PPIB	PPIB-2	A549	32	cell_painting	SQ00014610	16	cell_health
PPIB	PPIB-2	A549	32	cell_painting	SQ00014610	16	cell_health
PPIB	PPIB-2	A549	32	cell_painting	SQ00014610	16	cell_health
PPIB	PPIB-2	A549	32	cell_painting	SQ00014610	16	cell_health
PPIB	PPIB-2	A549	32	cell_painting	SQ00014610	16	cell_health
PPIB	PPIB-2	A549	32	cell_painting	SQ00014610	16	cell_health
PPIB	PPIB-2	A549	32	cell_painting	SQ00014610	16	cell_health
PPIB	PPIB-2	A549	32	cell_painting	SQ00014610	16	cell_health
PPIB	PPIB-2	A549	32	cell_painting	SQ00014610	16	cell_health
PPIB	PPIB-2	A549	32	cell_painting	SQ00014610	16	cell_health
PPIB	PPIB-2	A549	32	cell_painting	SQ00014610	16	cell_health
PPIB	PPIB-2	A549	32	cell_painting	SQ00014612	16	cell_health
PPIB	PPIB-2	A549	32	cell_painting	SQ00014612	16	cell_health
PPIB	PPIB-2	A549	32	cell_painting	SQ00014612	16	cell_health
PPIB	PPIB-2	A549	32	cell_painting	SQ00014612	16	cell_health
PPIB	PPIB-2	A549	32	cell_painting	SQ00014612	16	cell_health
PPIB	PPIB-2	A549	32	cell_painting	SQ00014612	16	cell_health
PPIB	PPIB-2	A549	32	cell_painting	SQ00014612	16	cell_health
PPIB	PPIB-2	A549	32	cell_painting	SQ00014612	16	cell_health
PRDX1	PRDX1-1	A549	8	cell_painting	SQ00014611	4	cell_health
PRDX1	PRDX1-1	A549	8	cell_painting	SQ00014611	4	cell_health
PRDX1	PRDX1-1	A549	8	cell_painting	SQ00014610	4	cell_health
PRDX1	PRDX1-1	A549	8	cell_painting	SQ00014610	4	cell_health
PRDX1	PRDX1-1	A549	8	cell_painting	SQ00014610	4	cell_health
PRDX1	PRDX1-1	A549	8	cell_painting	SQ00014610	4	cell_health
PRDX1	PRDX1-1	A549	8	cell_painting	SQ00014612	4	cell_health
PRDX1	PRDX1-1	A549	8	cell_painting	SQ00014612	4	cell_health
PRDX1	PRDX1-2	A549	8	cell_painting	SQ00014611	4	cell_health
PRDX1	PRDX1-2	A549	8	cell_painting	SQ00014611	4	cell_health
PRDX1	PRDX1-2	A549	8	cell_painting	SQ00014610	4	cell_health
PRDX1	PRDX1-2	A549	8	cell_painting	SQ00014610	4	cell_health
PRDX1	PRDX1-2	A549	8	cell_painting	SQ00014610	4	cell_health
PRDX1	PRDX1-2	A549	8	cell_painting	SQ00014610	4	cell_health
PRDX1	PRDX1-2	A549	8	cell_painting	SQ00014612	4	cell_health
PRDX1	PRDX1-2	A549	8	cell_painting	SQ00014612	4	cell_health
PSMA1	PSMA1-1	A549	32	cell_painting	SQ00014611	16	cell_health
PSMA1	PSMA1-1	A549	32	cell_painting	SQ00014611	16	cell_health
PSMA1	PSMA1-1	A549	32	cell_painting	SQ00014611	16	cell_health
PSMA1	PSMA1-1	A549	32	cell_painting	SQ00014611	16	cell_health
PSMA1	PSMA1-1	A549	32	cell_painting	SQ00014611	16	cell_health
PSMA1	PSMA1-1	A549	32	cell_painting	SQ00014611	16	cell_health
PSMA1	PSMA1-1	A549	32	cell_painting	SQ00014611	16	cell_health
PSMA1	PSMA1-1	A549	32	cell_painting	SQ00014611	16	cell_health
PSMA1	PSMA1-1	A549	32	cell_painting	SQ00014610	16	cell_health
PSMA1	PSMA1-1	A549	32	cell_painting	SQ00014610	16	cell_health
PSMA1	PSMA1-1	A549	32	cell_painting	SQ00014610	16	cell_health
PSMA1	PSMA1-1	A549	32	cell_painting	SQ00014610	16	cell_health
PSMA1	PSMA1-1	A549	32	cell_painting	SQ00014610	16	cell_health
PSMA1	PSMA1-1	A549	32	cell_painting	SQ00014610	16	cell_health
PSMA1	PSMA1-1	A549	32	cell_painting	SQ00014610	16	cell_health
PSMA1	PSMA1-1	A549	32	cell_painting	SQ00014610	16	cell_health
PSMA1	PSMA1-1	A549	32	cell_painting	SQ00014610	16	cell_health
PSMA1	PSMA1-1	A549	32	cell_painting	SQ00014610	16	cell_health
PSMA1	PSMA1-1	A549	32	cell_painting	SQ00014610	16	cell_health
PSMA1	PSMA1-1	A549	32	cell_painting	SQ00014610	16	cell_health
PSMA1	PSMA1-1	A549	32	cell_painting	SQ00014610	16	cell_health
PSMA1	PSMA1-1	A549	32	cell_painting	SQ00014610	16	cell_health
PSMA1	PSMA1-1	A549	32	cell_painting	SQ00014610	16	cell_health
PSMA1	PSMA1-1	A549	32	cell_painting	SQ00014610	16	cell_health
