Metadata_Plate_Map_Name,Metadata_Well,Metadata_gene_name,Metadata_pert_name,Metadata_broad_sample,Metadata_cell_line,Metadata_pert_id,Metadata_pert_mfc_id,Metadata_cell_id,Metadata_broad_sample_type,Metadata_pert_type,correlation
DEPENDENCIES1_ES2,J24,POLR2D,POLR2D-1,NA,ES2,NA,NA,unknown,trt,trt,0.9140454119687057
DEPENDENCIES1_ES2,K01,BCL2L2,BCL2L2-1,NA,ES2,NA,NA,unknown,trt,trt,0.035441223742295865
DEPENDENCIES1_ES2,K02,SDHB,SDHB-1,BRDN0000986589,ES2,NA,BRDN0000986589,unknown,trt,trt,-0.08211192209092394
DEPENDENCIES1_ES2,K03,BCL2L2,BCL2L2-2,NA,ES2,NA,NA,unknown,trt,trt,0.5801959265581109
DEPENDENCIES1_ES2,K04,RHOA,RHOA-2,BRDN0000990437,ES2,NA,BRDN0000990437,unknown,trt,trt,0.741617376350352
DEPENDENCIES1_ES2,K05,BRCA1,BRCA1-1,NA,ES2,NA,NA,unknown,trt,trt,0.6477677716124471
DEPENDENCIES1_ES2,K06,RHOA,RHOA-1,BRDN0000990371,ES2,NA,BRDN0000990371,unknown,trt,trt,0.7487319427688105
DEPENDENCIES1_ES2,K07,BRCA1,BRCA1-2,NA,ES2,NA,NA,unknown,trt,trt,0.3894364415870944
DEPENDENCIES1_ES2,K08,RAC1,RAC1-2,BRDN0001062199,ES2,NA,BRDN0001062199,unknown,trt,trt,0.26232986912971323
DEPENDENCIES1_ES2,K09,CCND1,CCND1-1,NA,ES2,NA,NA,unknown,trt,trt,0.8562327776595909
DEPENDENCIES1_ES2,K10,RAC1,RAC1-1,BRDN0001062183,ES2,NA,BRDN0001062183,unknown,trt,trt,0.18234120785752872
DEPENDENCIES1_ES2,K11,CCND1,CCND1-2,NA,ES2,NA,NA,unknown,trt,trt,0.91416690615307306
DEPENDENCIES1_ES2,K12,PIK3CA,PIK3CA-2,BRDN0001054804,ES2,NA,BRDN0001054804,unknown,trt,trt,0.295849298085148
DEPENDENCIES1_ES2,K13,CCNE1,CCNE1-1,NA,ES2,NA,NA,unknown,trt,trt,-0.03012414603645173
DEPENDENCIES1_ES2,K14,PIK3CA,PIK3CA-1,BRDN0001054759,ES2,NA,BRDN0001054759,unknown,trt,trt,0.3617033815371034
DEPENDENCIES1_ES2,K15,CCNE1,CCNE1-2,NA,ES2,NA,NA,unknown,trt,trt,0.4222106436441234
DEPENDENCIES1_ES2,K16,MTOR,MTOR-2,BRDN0000734053,ES2,NA,BRDN0000734053,unknown,trt,trt,0.8159792851568413
DEPENDENCIES1_ES2,K17,CDK2,CDK2-1,NA,ES2,NA,NA,unknown,trt,trt,0.5932273577757895
DEPENDENCIES1_ES2,K18,MTOR,MTOR-1,BRDN0000734637,ES2,NA,BRDN0000734637,unknown,trt,trt,0.6749262309983491
DEPENDENCIES1_ES2,K19,CDK2,CDK2-2,NA,ES2,NA,NA,unknown,trt,trt,0.8491304124434528
DEPENDENCIES1_ES2,K20,KIF11,KIF11-2,BRDN0000734657,ES2,NA,BRDN0000734657,unknown,trt,trt,0.7458871281995314
DEPENDENCIES1_ES2,K21,COX5B,COX5B-1,NA,ES2,NA,NA,unknown,trt,trt,0.4350769200676179
DEPENDENCIES1_ES2,K22,KIF11,KIF11-1,BRDN0000734411,ES2,NA,BRDN0000734411,unknown,trt,trt,0.7837704396696769
DEPENDENCIES1_ES2,K23,COX5B,COX5B-2,NA,ES2,NA,NA,unknown,trt,trt,0.36636827100292263
DEPENDENCIES1_ES2,K24,JAK3,JAK3-2,BRDN0001065702,ES2,NA,BRDN0001065702,unknown,trt,trt,0.44577078258854247
DEPENDENCIES1_ES2,L01,Chr2,Chr2-2,NA,ES2,NA,NA,unknown,trt,trt,0.26590386722746645
DEPENDENCIES1_ES2,L02,PPIB,PPIB-1,NA,ES2,NA,NA,unknown,trt,trt,0.27299481977350326
DEPENDENCIES1_ES2,L03,ORC4,ORC4-1,NA,ES2,NA,NA,unknown,trt,trt,0.25258468446417404
DEPENDENCIES1_ES2,L05,Chr2,Chr2-5,NA,ES2,NA,NA,unknown,trt,trt,0.5149945092197821
DEPENDENCIES1_ES2,L06,PSMA1,PSMA1-1,NA,ES2,NA,NA,unknown,trt,trt,0.8901979088490936
DEPENDENCIES1_ES2,L07,PSMA1,PSMA1-2,NA,ES2,NA,NA,unknown,trt,trt,0.9102370824880036
DEPENDENCIES1_ES2,L08,Chr2,Chr2-4,NA,ES2,NA,NA,unknown,trt,trt,0.1261264463439279
DEPENDENCIES1_ES2,L09,XBP,XBP-1,NA,ES2,NA,NA,unknown,trt,trt,-0.08045043864471856
DEPENDENCIES1_ES2,L10,POLR2D,POLR2D-2,NA,ES2,NA,NA,unknown,trt,trt,0.9261085955709193
DEPENDENCIES1_ES2,L11,XBP,XBP-2,NA,ES2,NA,NA,unknown,trt,trt,0.35216391251414797
DEPENDENCIES1_ES2,L12,Chr2,Chr2-1,NA,ES2,NA,NA,unknown,trt,trt,0.6975844049716535
DEPENDENCIES1_ES2,L13,POLR2D,POLR2D-1,NA,ES2,NA,NA,unknown,trt,trt,0.9217742031789108
DEPENDENCIES1_ES2,L14,RAF1,RAF1-2,NA,ES2,NA,NA,unknown,trt,trt,0.19373195502405083
DEPENDENCIES1_ES2,L15,Chr2,Chr2-3,NA,ES2,NA,NA,unknown,trt,trt,0.02435587746821096
DEPENDENCIES1_ES2,L16,RAF1,RAF1-1,NA,ES2,NA,NA,unknown,trt,trt,0.4327113594500561
DEPENDENCIES1_ES2,L17,ORC4,ORC4-2,NA,ES2,NA,NA,unknown,trt,trt,0.4224791961435942
DEPENDENCIES1_ES2,L18,Chr2,Chr2-6,NA,ES2,NA,NA,unknown,trt,trt,0.27056619150098205
DEPENDENCIES1_ES2,L19,Chr2,Chr2-6,NA,ES2,NA,NA,unknown,trt,trt,0.4908272346924558
DEPENDENCIES1_ES2,L20,ORC4,ORC4-2,NA,ES2,NA,NA,unknown,trt,trt,0.49008163718168324
DEPENDENCIES1_ES2,L21,PPIB,PPIB-2,NA,ES2,NA,NA,unknown,trt,trt,0.4708711270876183
DEPENDENCIES1_ES2,L22,Chr2,Chr2-3,NA,ES2,NA,NA,unknown,trt,trt,0.10394264515870551
DEPENDENCIES1_ES2,L24,POLR2D,POLR2D-1,NA,ES2,NA,NA,unknown,trt,trt,0.9030640195563103
DEPENDENCIES1_ES2,M01,EGLN1,EGLN1-8,NA,ES2,NA,NA,unknown,trt,trt,0.7979868827788994
DEPENDENCIES1_ES2,M02,JAK3,JAK3-1,BRDN0001065886,ES2,NA,BRDN0001065886,unknown,trt,trt,0.5659258188798484
DEPENDENCIES1_ES2,M03,EGLN1,EGLN1-9,NA,ES2,NA,NA,unknown,trt,trt,0.8888745058209601
DEPENDENCIES1_ES2,M04,ITGAV,ITGAV-2,BRDN0001052667,ES2,NA,BRDN0001052667,unknown,trt,trt,0.8929896638410845
DEPENDENCIES1_ES2,M05,ERBB2,ERBB2-1,NA,ES2,NA,NA,unknown,trt,trt,0.5430257410176935
DEPENDENCIES1_ES2,M06,ITGAV,ITGAV-1,BRDN0001052092,ES2,NA,BRDN0001052092,unknown,trt,trt,0.8689419714045843
DEPENDENCIES1_ES2,M07,ERBB2,ERBB2-2,NA,ES2,NA,NA,unknown,trt,trt,0.39338649238947665
DEPENDENCIES1_ES2,M08,ERBB3,ERBB3-2,BRDN0001054867,ES2,NA,BRDN0001054867,unknown,trt,trt,0.14053921316681325
DEPENDENCIES1_ES2,M10,ERBB3,ERBB3-1,BRDN0001054818,ES2,NA,BRDN0001054818,unknown,trt,trt,0.011545679422129673
DEPENDENCIES1_ES2,M12,EGFR,EGFR-2,BRDN0001054761,ES2,NA,BRDN0001054761,unknown,trt,trt,0.3166555646421977
DEPENDENCIES1_ES2,M13,GLS,GLS-1,NA,ES2,NA,NA,unknown,trt,trt,0.47184138834638717
DEPENDENCIES1_ES2,M14,EGFR,EGFR-1,BRDN0001054960,ES2,NA,BRDN0001054960,unknown,trt,trt,0.6239455417285311
DEPENDENCIES1_ES2,M15,GLS,GLS-2,NA,ES2,NA,NA,unknown,trt,trt,0.39078591722577843
DEPENDENCIES1_ES2,M16,DOT1L,DOT1L-2,BRDN0001057286,ES2,NA,BRDN0001057286,unknown,trt,trt,0.29726565799418914
DEPENDENCIES1_ES2,M17,GPX4,GPX4-1,NA,ES2,NA,NA,unknown,trt,trt,0.905727499270226
DEPENDENCIES1_ES2,M18,DOT1L,DOT1L-1,BRDN0001057300,ES2,NA,BRDN0001057300,unknown,trt,trt,0.5916562312517932
DEPENDENCIES1_ES2,M19,GPX4,GPX4-2,NA,ES2,NA,NA,unknown,trt,trt,0.909207578541876
DEPENDENCIES1_ES2,M20,CTNNB1,CTNNB1-2,BRDN0000579714,ES2,NA,BRDN0000579714,unknown,trt,trt,0.8097875025509361
DEPENDENCIES1_ES2,M21,HIF1a,HIF1a-1,NA,ES2,NA,NA,unknown,trt,trt,0.8946601439912063
DEPENDENCIES1_ES2,M22,CTNNB1,CTNNB1-1,BRDN0001065286,ES2,NA,BRDN0001065286,unknown,trt,trt,0.8253002577847567
DEPENDENCIES1_ES2,M23,HIF1a,HIF1a-2,NA,ES2,NA,NA,unknown,trt,trt,0.8525484821850905
DEPENDENCIES1_ES2,M24,CSNK1A1,CSNK1A1-2,BRDN0000585480,ES2,NA,BRDN0000585480,unknown,trt,trt,0.769266556763346
DEPENDENCIES1_ES2,N01,LacZ,LacZ-2,BRDN0000585793,ES2,NA,BRDN0000585793,unknown,trt,trt,0.4037142518944185
DEPENDENCIES1_ES2,N03,LacZ,LacZ-2,BRDN0000585793,ES2,NA,BRDN0000585793,unknown,trt,trt,0.4280924221590979
DEPENDENCIES1_ES2,N04,PPIB,PPIB-1,NA,ES2,NA,NA,unknown,trt,trt,0.2905056845261383
DEPENDENCIES1_ES2,N09,YAP1,YAP1-1,NA,ES2,NA,NA,unknown,trt,trt,0.3953867774218715
DEPENDENCIES1_ES2,N10,Luc,Luc-2,BRDN0000585515,ES2,NA,BRDN0000585515,unknown,trt,trt,0.01053914166051301
DEPENDENCIES1_ES2,N11,YAP1,YAP1-2,NA,ES2,NA,NA,unknown,trt,trt,0.9138486002167369
DEPENDENCIES1_ES2,N12,Luc,Luc-1,BRDN0000585635,ES2,NA,BRDN0000585635,unknown,trt,trt,0.11446036362792764
DEPENDENCIES1_ES2,N13,Chr2,Chr2-2,NA,ES2,NA,NA,unknown,trt,trt,0.05197165147225943
DEPENDENCIES1_ES2,N14,PRDX1,PRDX1-2,NA,ES2,NA,NA,unknown,trt,trt,0.1503830722616128
DEPENDENCIES1_ES2,N15,ORC4,ORC4-1,NA,ES2,NA,NA,unknown,trt,trt,0.4533808820817546
DEPENDENCIES1_ES2,N16,PRDX1,PRDX1-1,NA,ES2,NA,NA,unknown,trt,trt,0.24540180254013394
DEPENDENCIES1_ES2,N17,Chr2,Chr2-5,NA,ES2,NA,NA,unknown,trt,trt,0.4269823021755179
DEPENDENCIES1_ES2,N18,PSMA1,PSMA1-1,NA,ES2,NA,NA,unknown,trt,trt,0.8771049569902788
DEPENDENCIES1_ES2,N19,PSMA1,PSMA1-2,NA,ES2,NA,NA,unknown,trt,trt,0.8731557691068313
DEPENDENCIES1_ES2,N20,Chr2,Chr2-4,NA,ES2,NA,NA,unknown,trt,trt,0.744175294476661
DEPENDENCIES1_ES2,N22,POLR2D,POLR2D-2,NA,ES2,NA,NA,unknown,trt,trt,0.8436912170090639
DEPENDENCIES1_ES2,N23,PPIB,PPIB-2,NA,ES2,NA,NA,unknown,trt,trt,0.5267113497706625
DEPENDENCIES1_ES2,N24,Chr2,Chr2-1,NA,ES2,NA,NA,unknown,trt,trt,0.7013421402540365
DEPENDENCIES1_ES2,O01,KRAS,KRAS-1,NA,ES2,NA,NA,unknown,trt,trt,0.5462655027935043
DEPENDENCIES1_ES2,O02,CSNK1A1,CSNK1A1-1,BRDN0001065659,ES2,NA,BRDN0001065659,unknown,trt,trt,0.5483455228243321
DEPENDENCIES1_ES2,O03,KRAS,KRAS-2A,NA,ES2,NA,NA,unknown,trt,trt,0.47078579983894486
DEPENDENCIES1_ES2,O04,CHEK2,CHEK2-2,BRDN0000585854,ES2,NA,BRDN0000585854,unknown,trt,trt,0.09539329351696493
DEPENDENCIES1_ES2,O05,MAPK1,MAPK1-1,NA,ES2,NA,NA,unknown,trt,trt,0.5760211645553238
DEPENDENCIES1_ES2,O06,CHEK2,CHEK2-1,BRDN0000586287,ES2,NA,BRDN0000586287,unknown,trt,trt,0.2457171996351128
DEPENDENCIES1_ES2,O07,MAPK1,MAPK1-2,NA,ES2,NA,NA,unknown,trt,trt,0.8287320009471634
DEPENDENCIES1_ES2,O08,CDK4,CDK4-2,BRDN0001053895,ES2,NA,BRDN0001053895,unknown,trt,trt,0.24828673006223329
DEPENDENCIES1_ES2,O09,BCL2L2,BCL2L2-4,NA,ES2,NA,NA,unknown,trt,trt,0.12049700788240059
DEPENDENCIES1_ES2,O10,CDK4,CDK4-1,BRDN0001053869,ES2,NA,BRDN0001053869,unknown,trt,trt,0.9123419807184637
DEPENDENCIES1_ES2,O11,MCL1,MCL1-2,NA,ES2,NA,NA,unknown,trt,trt,0.126069639868897
DEPENDENCIES1_ES2,O12,BRD4,BRD4-2,BRDN0000733577,ES2,NA,BRDN0000733577,unknown,trt,trt,0.765193885359984
DEPENDENCIES1_ES2,O13,MYC,MYC-1,NA,ES2,NA,NA,unknown,trt,trt,0.9103113795813749
DEPENDENCIES1_ES2,O14,BRD4,BRD4-1,BRDN0000733514,ES2,NA,BRDN0000733514,unknown,trt,trt,0.5833717440387982
DEPENDENCIES1_ES2,O15,MYC,MYC-2,NA,ES2,NA,NA,unknown,trt,trt,0.9087036007242919
DEPENDENCIES1_ES2,O16,BRAF,BRAF-2,BRDN0000986702,ES2,NA,BRDN0000986702,unknown,trt,trt,0.851708458059512
DEPENDENCIES1_ES2,O18,BRAF1,BRAF1-1,BRDN0000986682,ES2,NA,BRDN0000986682,unknown,trt,trt,0.13450601147062932
DEPENDENCIES1_ES2,O20,AKT1,AKT1-2,BRDN0001055115,ES2,NA,BRDN0001055115,unknown,trt,trt,-0.13489146712909897
DEPENDENCIES1_ES2,O21,KRAS,KRAS-2B,NA,ES2,NA,NA,unknown,trt,trt,-0.07975812063807165
DEPENDENCIES1_ES2,O22,AKT1,AKT1-1,BRDN0001054908,ES2,NA,BRDN0001054908,unknown,trt,trt,0.3611778622757386
DEPENDENCIES1_ES2,O23,MCL1,MCL1-5,NA,ES2,NA,NA,unknown,trt,trt,0.42732945759063995
DEPENDENCIES1_ES2,P01,LacZ,LacZ-3,BRDN0000585800,ES2,NA,BRDN0000585800,unknown,trt,trt,0.6839418692938083
DEPENDENCIES1_ES2,P03,LacZ,LacZ-3,BRDN0000585800,ES2,NA,BRDN0000585800,unknown,trt,trt,0.2519552026049053
DEPENDENCIES1_ES2,P04,PPIB,PPIB-1,NA,ES2,NA,NA,unknown,trt,trt,0.2518399715717675
DEPENDENCIES1_ES2,P10,Luc,Luc-2,BRDN0000585515,ES2,NA,BRDN0000585515,unknown,trt,trt,0.8792126128557751
DEPENDENCIES1_ES2,P12,Luc,Luc-1,BRDN0000585635,ES2,NA,BRDN0000585635,unknown,trt,trt,0.4459019317651749
DEPENDENCIES1_ES2,P13,Chr2,Chr2-2,NA,ES2,NA,NA,unknown,trt,trt,0.40580703715395516
DEPENDENCIES1_ES2,P15,ORC4,ORC4-1,NA,ES2,NA,NA,unknown,trt,trt,0.9039090937383647
DEPENDENCIES1_ES2,P17,Chr2,Chr2-5,NA,ES2,NA,NA,unknown,trt,trt,0.5742822234042437
DEPENDENCIES1_ES2,P18,PSMA1,PSMA1-1,NA,ES2,NA,NA,unknown,trt,trt,0.6991174523025406
DEPENDENCIES1_ES2,P19,PSMA1,PSMA1-2,NA,ES2,NA,NA,unknown,trt,trt,0.8535130037316988
DEPENDENCIES1_ES2,P20,Chr2,Chr2-4,NA,ES2,NA,NA,unknown,trt,trt,0.7644686937919059
DEPENDENCIES1_ES2,P22,POLR2D,POLR2D-2,NA,ES2,NA,NA,unknown,trt,trt,0.6492645555656982
DEPENDENCIES1_ES2,P23,PPIB,PPIB-2,NA,ES2,NA,NA,unknown,trt,trt,0.8944092439441008
DEPENDENCIES1_ES2,P24,Chr2,Chr2-1,NA,ES2,NA,NA,unknown,trt,trt,0.8904094797546528
