pert_id	pert_iname	pert_type	moa
BRD-K54759182	dosulepin	trt_cp	Norepinephrine reuptake inhibitor|Serotonin reuptake inhibitor|Tricyclic antidepressant
BRD-K55250441	sulfadoxine	trt_cp	Dihydropteroate synthase inhibitor
BRD-K89732114	trifluoperazine	trt_cp	Dopamine receptor antagonist
BRD-K73395020	SA-1478088	trt_cp	Metalloproteinase inhibitor
BRD-K01192156	tyrphostin-AG-112	trt_cp	Protein tyrosine kinase inhibitor
BRD-A55272860	sulpiride	trt_cp	Dopamine receptor antagonist
BRD-K48168960	propylthiouracil	trt_cp	Thyroid peroxidase inhibitor
BRD-K70792160	10-DEBC	trt_cp	AKT inhibitor
BRD-A84045418	calpeptin	trt_cp	Calpain inhibitor
BRD-K60623809	SU-11652	trt_cp	Tyrosine kinase inhibitor
BRD-A56359832	zileuton	trt_cp	Leukotriene inhibitor|Lipoxygenase inhibitor
BRD-K51040301	cobicistat	trt_cp	Cytochrome P450 inhibitor
BRD-K67868012	PI-103	trt_cp	PI3K inhibitor|MTOR inhibitor
BRD-K40175214	torin-1	trt_cp	MTOR inhibitor|PI3K inhibitor
BRD-K51033547	tramadol	trt_cp	Opioid receptor agonist|Norepinephrine reputake inhibitor|Serotonin reuptake inhibitor
BRD-A51964809	halofantrine	trt_cp	Antimalarial agent
BRD-A68009927	daunorubicin	trt_cp	RNA synthesis inhibitor|Topoisomerase inhibitor
BRD-K35960502	niclosamide	trt_cp	DNA replication inhibitor|STAT inhibitor
BRD-K63712959	temoporfin	trt_cp	Radical formation stimulant
BRD-K99107520	felbamate	trt_cp	Glutamate receptor antagonist
BRD-A36010170	amcinonide	trt_cp	Glucocorticoid receptor agonist
BRD-K36269323	asymmetrical-dimethylarginine	trt_cp	Dimethylarginine dimethylaminohydrolase inhibitor|Nitric oxide synthase inhibitor
BRD-K36740062	GSK-1070916	trt_cp	Aurora kinase inhibitor
BRD-K36927236	glibenclamide	trt_cp	Sulfonylurea
BRD-K31928526	barasertib	trt_cp	Aurora kinase inhibitor
BRD-K36862742	hydroflumethiazide	trt_cp	Sodium/potassium/chloride transporter inhibitor
BRD-K36970462	tonabersat	trt_cp	Gap junction modulator|Nitric oxide production inhibitor
BRD-K37516142	idebenone	trt_cp	Calcium channel modulator
BRD-K34415467	trimethobenzamide	trt_cp	Histamine receptor antagonist
BRD-K32318651	acyclovir	trt_cp	DNA polymerase inhibitor
BRD-K34008116	dolasetron	trt_cp	Serotonin receptor antagonist
BRD-K36270037	esculin	trt_cp	Antioxidant
BRD-A50684349	fenoldopam	trt_cp	Dopamine receptor agonist
BRD-K33251802	miglustat	trt_cp	Glycosyl transferase inhibitor
BRD-K47539947	tetradecylthioacetic-acid	trt_cp	Lipid peroxidase inhibitor
BRD-K58550667	FK-866	trt_cp	Niacinamide phosphoribosyltransferase inhibitor
BRD-K60038276	irbesartan	trt_cp	Angiotensin receptor antagonist
BRD-K73691377	alprostadil	trt_cp	Prostanoid receptor agonist
BRD-K82164249	andarine	trt_cp	Androgen receptor modulator
BRD-K69688083	mestinon	trt_cp	Cholinesterase inhibitor
BRD-K77771411	moxonidine	trt_cp	Imidazoline receptor agonist
BRD-K76703230	YM-155	trt_cp	Survivin inhibitor
BRD-K80535353	enoxolone	trt_cp	Gap junction modulator
BRD-A20131130	2',5'-dideoxyadenosine	trt_cp	Adenylyl cyclase inhibitor
BRD-K91290917	amodiaquine	trt_cp	Histamine receptor agonist
BRD-K96029467	alagebrium	trt_cp	Glycosylation inhibitor
BRD-K75024268	lesinurad	trt_cp	Uric acid diuretic
BRD-K89104321	gaboxadol	trt_cp	GABA receptor agonist
BRD-K89015388	gsk923295	trt_cp	Centromere associated protein inhibitor
BRD-K92731339	perindopril	trt_cp	Angiotensin converting enzyme inhibitor
BRD-K90239174	amg-487	trt_cp	NA
BRD-K03353589	ecabet	trt_cp	Gastrin inhibitor|Urease inhibitor
BRD-K97688263	benzamil	trt_cp	Sodium channel blocker
BRD-K31339321	lirimilast	trt_cp	Phosphodiesterase inhibitor
BRD-K35007173	enprofylline	trt_cp	Phosphodiesterase inhibitor
BRD-M98279124	cevimeline	trt_cp	Acetylcholine receptor agonist
BRD-K87202646	isoniazid	trt_cp	Enoyl-(acyl-carrier protein) reductase Fabl inhibitor
BRD-K98453471	salirasib	trt_cp	MTOR inhibitor
BRD-K87990216	piretanide	trt_cp	Glucocorticoid receptor agonist
BRD-K88052444	urea	trt_cp	Hydroxy radical formation stimulant
BRD-K88807631	elacridar	trt_cp	P-glycoprotein inhibitor
BRD-A87983072	benzotript	trt_cp	CCK receptor antagonist
BRD-K88025533	fingolimod	trt_cp	Immunosuppressant|Sphingosine 1 phosphate receptor agonist
BRD-K88789588	letrozole	trt_cp	Aromatase inhibitor
BRD-K87278688	armodafinil	trt_cp	Adrenergic receptor agonist
BRD-A49838158	phenprocoumon	trt_cp	Vitamin K antagonist
BRD-K89561498	sn-38	trt_cp	NA
BRD-K89704198	vincamine	trt_cp	Adrenergic receptor antagonist
BRD-K89014967	AS-703026	trt_cp	MEK inhibitor
BRD-K89402695	L-655240	trt_cp	Thromboxane receptor antagonist
BRD-A89585551	mefloquine	trt_cp	Adenosine receptor antagonist|Hemoglobin antagonist
BRD-K90789829	nefazodone	trt_cp	Serotonin receptor antagonist|Serotonin reuptake inhibitor|Adrenergic inhibitor|Norepinephrine reuptake inhibitor
BRD-K25412176	gsk2110183	trt_cp	AKT inhibitor
BRD-K24771047	ampalex	trt_cp	Glutamate receptor agonist
BRD-K28307902	flutamide	trt_cp	Androgen receptor antagonist
BRD-K26823213	gw842166	trt_cp	Cannabinoid receptor agonist
BRD-K31342827	bisindolylmaleimide	trt_cp	CDK inhibitor|PKC inhibitor
BRD-K28392481	azd4547	trt_cp	FGFR inhibitor
BRD-K28428262	brivanib	trt_cp	FGFR inhibitor|VEGFR inhibitor
BRD-K28822270	resminostat	trt_cp	HDAC inhibitor
BRD-K28936863	ketotifen	trt_cp	Histamine receptor agonist|Leukotriene receptor antagonist|Phosphodiesterase inhibitor|Histamine receptor ligand
BRD-K28456624	seocalcitol	trt_cp	Vitamin D receptor agonist
BRD-K28912512	nicotinamide	trt_cp	Protein synthesis stimulant
BRD-K28965160	bvd-523	trt_cp	NA
BRD-K29458283	chlorambucil	trt_cp	DNA inhibitor
BRD-A29485665	bicalutamide	trt_cp	Androgen receptor antagonist
BRD-K29530284	amlexanox	trt_cp	Histamine receptor modulator
BRD-A29844814	abt-202	trt_cp	NA
BRD-K29950728	clomifene	trt_cp	Estrogen receptor antagonist
BRD-A29520968	acifran	trt_cp	Cholesterol inhibitor
BRD-A29854054	lorglumide	trt_cp	CCK receptor antagonist
BRD-K29968218	kx2-391	trt_cp	NA
BRD-K30563334	rifabutin	trt_cp	Protein synthesis inhibitor
BRD-A30815329	felodipine	trt_cp	Calcium channel blocker
BRD-K26667523	tak-733	trt_cp	NA
BRD-K30685142	levothyroxine	trt_cp	Thyroid hormone stimulant
BRD-A30984645	gdc-0834	trt_cp	NA
BRD-K26325692	api-001	trt_cp	NA
BRD-A28746609	paclitaxel	trt_cp	Tubulin inhibitor
BRD-K28115081	apafant	trt_cp	Platelet activating factor receptor antagonist
BRD-K30020243	aliskiren	trt_cp	Antihypertensive agent|Renin inhibitor|Peptidase inhibitor|Protease inhibitor
BRD-K31092604	donitriptan	trt_cp	Serotonin receptor agonist
BRD-A31095847	mozavaptan	trt_cp	Vasopressin receptor antagonist
BRD-K29133151	ici-185,282	trt_cp	NA
BRD-K30550578	pf-04620110	trt_cp	NA
BRD-K31447894	pravastatin	trt_cp	HMGCR inhibitor
BRD-K32107296	temozolomide	trt_cp	DNA alkylating drug
BRD-A32172948	methiopril	trt_cp	Angiotensin converting enzyme inhibitor
BRD-K31519811	pf-02545920	trt_cp	NA
BRD-K32164935	tolazamide	trt_cp	ATP channel blocker
BRD-K32218650	mbx-2982	trt_cp	NA
BRD-K31495718	azd7687	trt_cp	Diacylglycerol O acyltransferase inhibitor
BRD-K31476763	azd9668	trt_cp	Elastase inhibitor
BRD-K32977963	eugenol	trt_cp	Androgen receptor antagonist
BRD-K33106058	cytarabine	trt_cp	Ribonucleotide reductase inhibitor
BRD-K33483813	actarit	trt_cp	Interleukin receptor agonist
BRD-A33692381	zidovudine	trt_cp	Reverse transcriptase inhibitor
BRD-A33084557	tioconazole	trt_cp	Sterol demethylase inhibitor
BRD-K33127281	adapalene	trt_cp	Retinoid receptor agonist
BRD-K33610132	rociletinib	trt_cp	EGFR inhibitor
BRD-A33697453	fenticonazole	trt_cp	Bacterial cell wall synthesis inhibitor
BRD-A34255068	rolipram	trt_cp	Phosphodiesterase inhibitor
BRD-K34157611	cimetidine	trt_cp	Histamine receptor antagonist
BRD-K28470988	L-690330	trt_cp	Inositol monophosphatase inhibitor
BRD-K34185671	amg-517	trt_cp	NA
BRD-K34313798	ly215490	trt_cp	Glutamate receptor antagonist
BRD-K34888156	theobromine	trt_cp	Phosphodiesterase inhibitor
BRD-K35169477	taranabant	trt_cp	Cannabinoid receptor inverse agonist
BRD-K11973162	tipiracil	trt_cp	Thymidine phosphorylase inhibitor
BRD-A12077521	cefepime	trt_cp	Bacterial cell wall synthesis inhibitor
BRD-A12230535	nutlin-3	trt_cp	MDM inhibitor
BRD-A11990600	lorazepam	trt_cp	Benzodiazepine receptor agonist
BRD-K12219985	glipizide	trt_cp	Sulfonylurea
BRD-A12237696	l-citrulline	trt_cp	NA
BRD-K12423485	griseofulvin	trt_cp	Tubulin inhibitor
BRD-K12609457	exalamide	trt_cp	Membrane permeability inhibitor
BRD-K12737986	veliparib	trt_cp	PARP inhibitor
BRD-K12539416	sulbutiamine	trt_cp	Acetylcholine receptor antagonist
BRD-K12735121	tg-100801	trt_cp	NA
BRD-K12787259	cx-5461	trt_cp	NA
BRD-K12867552	THM-I-94	trt_cp	HDAC inhibitor
BRD-K12885236	dapivirine	trt_cp	Non-nucleoside reverse transcriptase inhibitor
BRD-K12932420	YM-976	trt_cp	Phosphodiesterase inhibitor
BRD-A12994259	pomalidomide	trt_cp	Angiogenesis inhibitor|Tumor necrosis factor production inhibitor
BRD-K13050541	acivicin	trt_cp	Gamma glutamyltransferase Inhibitors
BRD-A12896037	cisapride	trt_cp	Serotonin receptor agonist
BRD-K12994359	valdecoxib	trt_cp	Cyclooxygenase inhibitor
BRD-A13084692	troglitazone	trt_cp	PPAR receptor agonist|Insulin sensitizer
BRD-A13133631	fluorometholone	trt_cp	Glucocorticoid receptor agonist
BRD-K13183738	pentamidine	trt_cp	Anti-pneumocystis agent
BRD-K13356952	methazolamide	trt_cp	Carbonic anhydrase inhibitor
BRD-K13154216	everolimus	trt_cp	MTOR inhibitor
BRD-A13188892	doxazosin	trt_cp	Adrenergic receptor antagonist
BRD-K13296708	rimonabant	trt_cp	Cannabinoid receptor antagonist
BRD-K13390322	AT-7519	trt_cp	CDK inhibitor|Cell cycle inhibitor
BRD-K13646352	midostaurin	trt_cp	FLT3 inhibitor|KIT inhibitor|PKC inhibitor
BRD-K13756951	bitopertin	trt_cp	Glycine transporter inhibitor|GlyT-1 inhibitor
BRD-K13926615	vardenafil	trt_cp	Phosphodiesterase inhibitor
BRD-K14175878	mk-0812	trt_cp	NA
BRD-K13662825	dinaciclib	trt_cp	CDK inhibitor
BRD-K13819402	desoxypeganine	trt_cp	Acetylcholinesterase inhibitor|Monoamine oxidase inhibitor
BRD-A14262390	guanadrel	trt_cp	Adrenergic inhibitor
BRD-K14529030	meisoindigo	trt_cp	STAT inhibitor
BRD-K14704277	cinoxacin	trt_cp	Topoisomerase inhibitor
BRD-A14798026	mestranol	trt_cp	Estrogen receptor agonist
BRD-K14619660	altrenogest	trt_cp	Progestogen hormone
BRD-K14653796	tasquinimod	trt_cp	Angiogenesis inhibitor|S100A9 inhibitor
BRD-K14796088	berberine	trt_cp	LDL receptor activator
BRD-K14870255	r-428	trt_cp	NA
BRD-A14886633	norgestrel	trt_cp	Progesterone receptor agonist
BRD-A14966924	alaproclate	trt_cp	Serotonin receptor antagonist
BRD-K15010214	emedastine	trt_cp	Histamine receptor antagonist
BRD-K15170068	swainsonine	trt_cp	Alpha mannosidase inhibitor
BRD-A14941520	dofequidar	trt_cp	MRP inhibitor|P-glycoprotein inhibitor
BRD-K14993104	bemegride	trt_cp	Chemoreceptor agonist
BRD-K15108141	gemcitabine	trt_cp	Ribonucleotide reductase inhibitor
BRD-K01638814	rilmenidine	trt_cp	Adrenergic receptor agonist|Imidazoline receptor agonist
BRD-A15202882	milnacipran	trt_cp	Serotonin reuptake inhibitor
BRD-K15318383	ammonium-glycyrrhizinate	trt_cp	Thrombin inhibitor
BRD-K15426076	iguratimod	trt_cp	Cyclooxygenase inhibitor|NFkB pathway inhibitor
BRD-K15179879	carfilzomib	trt_cp	Proteasome inhibitor
BRD-A15297126	fluocinonide	trt_cp	Glucocorticoid receptor agonist
BRD-K15409150	penfluridol	trt_cp	T-type calcium channel blocker
BRD-A15435692	BMY-14802	trt_cp	Sigma receptor antagonist
BRD-A03506276	xl888	trt_cp	HSP inhibitor
BRD-A03623303	metoprolol	trt_cp	Adrenergic receptor antagonist
BRD-K04112579	nepafenac	trt_cp	Cyclooxygenase inhibitor
BRD-K03601870	ixabepilone	trt_cp	Microtubule stabilizing agent
BRD-K04111260	raclopride	trt_cp	Dopamine receptor antagonist
BRD-K04264130	favipiravir	trt_cp	RNA polymerase inhibitor
BRD-A04352665	maraviroc	trt_cp	CC chemokine receptor antagonist
BRD-K04691817	agi-6780	trt_cp	NA
BRD-K04804440	ciprofloxacin	trt_cp	Bacterial DNA gyrase inhibitor
BRD-A04553218	chlorphenamine	trt_cp	Histamine receptor antagonist
BRD-K04704168	clemizole	trt_cp	HCV inhibitor
BRD-K04956647	nebivolol	trt_cp	Adrenergic receptor antagonist
BRD-K04993719	ly2334737	trt_cp	Antitumor agent|Ribonucleoside reductase inhibitor
BRD-K05104363	PD-184352	trt_cp	MEK inhibitor
BRD-K05236810	luteolin	trt_cp	Glucosidase inhibitor
BRD-A05334458	lisofylline	trt_cp	Interleukin receptor antagonist|STAT inhibitor
BRD-K05446112	ledipasvir	trt_cp	HCV inhibitor
BRD-A05186015	bupropion	trt_cp	Dopamine uptake inhibitor
BRD-K05395900	nicotine	trt_cp	Acetylcholine receptor agonist
BRD-A05523972	telmesteine	trt_cp	Mucolytic agent
BRD-K05524748	dronedarone	trt_cp	Adrenergic receptor antagonist
BRD-K05674516	sofosbuvir	trt_cp	RNA polymerase inhibitor
BRD-K05977355	fluconazole	trt_cp	Sterol demethylase inhibitor
BRD-K05673000	dicloxacillin	trt_cp	Bacterial cell wall synthesis inhibitor
BRD-K05804044	AZ-628	trt_cp	RAF inhibitor
BRD-A05821830	docetaxel	trt_cp	Tubulin inhibitor
BRD-K06240250	rilpivirine	trt_cp	Non-nucleoside reverse transcriptase inhibitor
BRD-K06294530	uk-383367	trt_cp	NA
BRD-K06388322	pramipexole	trt_cp	Dopamine receptor agonist
BRD-K06674495	nafamostat	trt_cp	Serine protease inhibitor
BRD-K06762493	isbufylline	trt_cp	Phosphodiesterase inhibitor
BRD-K06335600	tizanidine	trt_cp	Adrenergic receptor agonist
BRD-K06557128	voriconazole	trt_cp	Cytochrome P450 inhibitor
BRD-K06858286	cabazitaxel	trt_cp	Microtubule inhibitor
BRD-K06878038	deferiprone	trt_cp	Chelating agent
BRD-A06916187	cpi-613	trt_cp	NA
BRD-K07106112	bms-599626	trt_cp	NA
BRD-K06900071	tebipenem	trt_cp	Bacterial cell wall synthesis inhibitor
BRD-K06902185	minoxidil	trt_cp	KATP activator|Kir6 channel (KATP) activator|Vasodilator
BRD-A06935312	fusidic-acid	trt_cp	Bacterial 30S ribosomal subunit inhibitor
BRD-K07160047	fiacitabine	trt_cp	DNA synthesis inhibitor
BRD-K07208025	trimethoprim	trt_cp	Dihydrofolate reductase inhibitor
BRD-K07237224	moclobemide	trt_cp	Monoamine oxidase inhibitor
BRD-A07395371	esmolol	trt_cp	Adrenergic receptor antagonist
BRD-A07563059	bopindolol	trt_cp	Adrenergic receptor antagonist
BRD-K07220430	cinnarizine	trt_cp	Calcium channel blocker
BRD-K07310275	pf-04691502	trt_cp	NA
BRD-A07440155	labetalol	trt_cp	Adrenergic receptor antagonist
BRD-K04185004	oxybuprocaine	trt_cp	Local anesthetic
BRD-K07691486	roscovitine	trt_cp	CDK inhibitor
BRD-K07753030	acecainide	trt_cp	Polarization inhibitor
BRD-A07815743	kakonein	trt_cp	GABA receptor antagonist|Serotonin receptor antagonist
BRD-K07609981	dexloxiglumide	trt_cp	CCK receptor antagonist
BRD-A07704283	isofloxythepin	trt_cp	Dopamine receptor antagonist
BRD-K07798980	psi-6130	trt_cp	NA
BRD-A33280134	etoposide	trt_cp	Topoisomerase inhibitor
BRD-K00077635	estramustine-phosphate	trt_cp	DNA synthesis inhibitor|Microtubule inhibitor|DNA alkylating drug|DNA inhibitor|Estrogen receptor agonist
BRD-K00152668	adarotene	trt_cp	Retinoid receptor agonist
BRD-K00259736	colchicine	trt_cp	Microtubule inhibitor
BRD-A00147595	balaglitazone	trt_cp	Insulin sensitizer|PPAR receptor partial agonist
BRD-A00218260	flutrimazole	trt_cp	Sterol demethylase inhibitor
BRD-A00376169	kbg	trt_cp	Neprilysin inhibitor
BRD-K00494077	trovafloxacin	trt_cp	Bacterial DNA gyrase inhibitor
BRD-A00546892	biperiden	trt_cp	Acetylcholine receptor antagonist
BRD-K00610438	altanserin	trt_cp	Serotonin receptor antagonist
BRD-K00521308	atn-161	trt_cp	NA
BRD-K00603606	ticlopidine	trt_cp	Purinergic receptor antagonist
BRD-K00662280	CL-218872	trt_cp	GABA receptor agonist
BRD-K00673382	famotidine	trt_cp	Histamine receptor antagonist
BRD-K00674894	orteronel	trt_cp	Androgen biosynthesis inhibitor|Androgen receptor antagonist|Cytochrome P450 inhibitor
BRD-A00938334	drospirenone	trt_cp	Mineralocorticoid receptor antagonist
BRD-K01029106	picolinic-acid	trt_cp	Chelating agent
BRD-K01174345	anamorelin	trt_cp	Growth hormone secretagogue receptor agonist
BRD-K00911143	brexpiprazole	trt_cp	Dopamine receptor partial agonist
BRD-K01039503	sofalcone	trt_cp	Mucus protecting agent
BRD-K01292756	pimozide	trt_cp	Dopamine receptor antagonist
BRD-K01577834	adenosine	trt_cp	Adenosine receptor agonist
BRD-A01636364	bupivacaine	trt_cp	Sodium channel blocker
BRD-A01787639	naftopidil	trt_cp	Adrenergic receptor antagonist
BRD-K01621533	acarbose	trt_cp	Glucosidase inhibitor
BRD-K01663662	diphenidol	trt_cp	Acetylcholine receptor agonist
BRD-K01674964	histamine	trt_cp	Histamine receptor agonist
BRD-K01815685	indole	trt_cp	Aryl hydrocarbon receptor agonist|Indoleamine 2,3-dioxygenase inhibitor
BRD-K01824921	dpcpx	trt_cp	Adenosine receptor antagonist
BRD-K02113016	olaparib	trt_cp	PARP inhibitor
BRD-K02265150	amoxapine	trt_cp	Norepinephrine reputake inhibitor
BRD-K02292852	cefoperazone	trt_cp	Bacterial cell wall synthesis inhibitor
BRD-K02079473	oxatomide	trt_cp	Histamine receptor antagonist
BRD-K02123250	JNJ-38877605	trt_cp	Tyrosine kinase inhibitor
BRD-K02314383	epitiostanol	trt_cp	Androgen receptor agonist
BRD-A02367930	ethinyl-estradiol	trt_cp	Estrogen receptor agonist|DNA directed DNA polymerase stimunlant|Estrogenic component in oral contraceptives
BRD-K02501528	s18986	trt_cp	Glutamate receptor modulator
BRD-K02867583	minaprine	trt_cp	Serotonin reuptake inhibitor
BRD-K02389548	rg2833	trt_cp	HDAC inhibitor
BRD-K02404261	caffeine	trt_cp	Adenosine receptor antagonist|Phosphodiesterase inhibitor
BRD-K02637541	celecoxib	trt_cp	Cyclooxygenase inhibitor
BRD-K02900412	clofoctol	trt_cp	Protein synthesis inhibitor
BRD-K02943813	dasabuvir	trt_cp	HCV inhibitor
BRD-A02990301	lofexidine	trt_cp	Adrenergic receptor agonist
BRD-A03061970	alizapride	trt_cp	Dopamine receptor antagonist
BRD-K03194791	roflumilast	trt_cp	Phosphodiesterase inhibitor
BRD-K02950022	BMS-299897	trt_cp	Gamma secretase inhibitor
BRD-K02992638	lamivudine	trt_cp	Nucleoside reverse transcriptase inhibitor
BRD-K03095347	levosimendan	trt_cp	Calcium sensitizer
BRD-K05658747	raltegravir	trt_cp	HIV integrase inhibitor
BRD-A03249105	fulvestrant	trt_cp	Estrogen receptor antagonist
BRD-K03816923	rottlerin	trt_cp	MAP kinase inhibitor|Protein kinase inhibitor
BRD-K03390685	cobimetinib	trt_cp	MEK inhibitor
BRD-A03216249	mepivacaine	trt_cp	Potassium channel blocker|Sodium channel blocker
BRD-K03289534	lersivirine	trt_cp	Non-nucleoside reverse transcriptase inhibitor
BRD-K03384561	roquinimex	trt_cp	Angiogenesis inhibitor|TNF production inhibitor
BRD-K03449891	foretinib	trt_cp	VEGFR inhibitor
BRD-K37289225	clozapine	trt_cp	Serotonin receptor antagonist|Dopamine receptor antagonist
BRD-K37385792	conivaptan	trt_cp	Vasopressin receptor antagonist
BRD-K37561857	zardaverine	trt_cp	Phosphodiesterase inhibitor
BRD-K37355418	efaproxiral	trt_cp	Haemoglobin oxygen release stimulant
BRD-K38744518	betulinic-acid	trt_cp	Apoptosis stimulant|Caspase activator|Diacylglycerol O acyltransferase inhibitor|HIV integrase inhibitor|NFkB pathway activator|SARS coronavirus 3C-like protease inhibitor|Topoisomerase inhibitor
BRD-K37590257	gsk256066	trt_cp	Phosphodiesterase inhibitor
BRD-A37780065	triamcinolone	trt_cp	Glucocorticoid receptor agonist
BRD-K37872686	tirofiban	trt_cp	Platelet aggregation inhibitor|Structural glycoprotein antagonist
BRD-A37959677	estrone	trt_cp	Estrogen receptor agonist|Estrogenic hormone
BRD-K37846922	3,3'-diindolylmethane	trt_cp	CHK inhibitor|Cytochrome P450 activator|Indoleamine 2,3-dioxygenase inhibitor
BRD-K37890730	camptothecin	trt_cp	Topoisomerase inhibitor
BRD-K37991163	paroxetine	trt_cp	Selective serotonin reuptake inhibitor (SSRI)
BRD-K38183498	clonazepam	trt_cp	GABA benzodiazepine site receptor agonist
BRD-K38436528	imipramine	trt_cp	Norepinephrine reputake inhibitor|Serotonin reuptake inhibitor
BRD-A67373739	AICA-ribonucleotide	trt_cp	AMPK activator
BRD-K38868394	mk-0773	trt_cp	NA
BRD-K39339537	epirizole	trt_cp	Cyclooxygenase inhibitor
BRD-K38473998	cilomilast	trt_cp	Phosphodiesterase inhibitor
BRD-K39252998	atipamezole	trt_cp	Adrenergic receptor antagonist
BRD-M39350793	reboxetine	trt_cp	Adrenergic receptor antagonist
BRD-K39974922	lenvatinib	trt_cp	FGFR inhibitor|KIT inhibitor|PDGFR tyrosine kinase receptor inhibitor|VEGFR inhibitor
BRD-K40227168	vinburnine	trt_cp	Adrenergic receptor antagonist
BRD-K40758068	efavirenz	trt_cp	HIV protease inhibitor
BRD-A40084411	cgp12177	trt_cp	Adrenergic receptor agonist
BRD-A40639672	ketorolac	trt_cp	Cyclooxygenase inhibitor
BRD-K40738845	BMS-777607	trt_cp	AXL kinase inhibitor|C-Met inhibitor|FLT3 inhibitor|Hepatocyte growth factor receptor inhibitor|Macrophage inhibitor|Tyrosine kinase inhibitor
BRD-A40787240	gemifloxacin	trt_cp	Bacterial DNA gyrase inhibitor
BRD-K41185545	ambrisentan	trt_cp	Endothelin receptor antagonist
BRD-K41260949	valproic-acid	trt_cp	HDAC inhibitor
BRD-K41434598	org-9768	trt_cp	Adrenergic receptor antagonist
BRD-A41451487	PK-11195	trt_cp	Benzodiazepine receptor antagonist
BRD-K41213548	kw-2478	trt_cp	NA
BRD-K41410256	balsalazide	trt_cp	Cyclooxygenase inhibitor
BRD-K41524689	paracetamol	trt_cp	Cyclooxygenase inhibitor
BRD-K41783120	sta-5326	trt_cp	NA
BRD-K42352790	anandamide	trt_cp	Cannabinoid receptor agonist
BRD-K42495768	tasisulam	trt_cp	Apoptosis stimulant
BRD-K42098891	protriptyline	trt_cp	Tricyclic antidepressant
BRD-K42348709	cyclobenzaprine	trt_cp	Adrenergic receptor agonist|Serotonin receptor agonist
BRD-K42417338	butorphanol-(+)-tartrate	trt_cp	Opioid receptor agonist|Opioid receptor antagonist
BRD-K42679050	Y-27152	trt_cp	Potassium channel activator
BRD-K42948882	amd11070	trt_cp	CC chemokine receptor antagonist
BRD-K43002771	sr-33805	trt_cp	NA
BRD-K43164539	cholic-acid	trt_cp	Bile acid
BRD-K43457670	acetazolamide	trt_cp	Carbonic anhydrase inhibitor
BRD-K42981054	mibampator	trt_cp	Glutamate receptor modulator
BRD-A43082555	loxoprofen	trt_cp	Cyclooxygenase inhibitor|Prostanoid receptor antagonist
BRD-K43410529	mln2480	trt_cp	RAF inhibitor
BRD-K43578482	defactinib	trt_cp	Focal adhesion kinase inhibitor
BRD-K43887077	dopamine	trt_cp	Dopamine receptor agonist
BRD-A44090213	indoprofen	trt_cp	Cyclooxygenase inhibitor|Prostanoid receptor antagonist
BRD-K44309363	dexniguldipine	trt_cp	Calmodulin antagonist
BRD-A43882281	pinacidil	trt_cp	ATP channel activator|Potassium channel activator
BRD-K43966364	penicillin-v-potassium	trt_cp	Bacterial cell wall synthesis inhibitor
BRD-K44273375	tolnaftate	trt_cp	Fungal squalene epoxidase inhibitor
BRD-K44353683	nateglinide	trt_cp	Insulin secretagogue
BRD-A61676498	climbazole	trt_cp	Enzyme inducer
BRD-K55966568	orantinib	trt_cp	PDGFR tyrosine kinase receptor inhibitor|FGFR inhibitor|VEGFR inhibitor
BRD-A56085258	lgx818	trt_cp	RAF inhibitor
BRD-A55962179	omeprazole	trt_cp	ATPase inhibitor
BRD-K56032964	ap26113	trt_cp	ALK tyrosine kinase receptor inhibitor
BRD-K56558538	ambroxol	trt_cp	Sodium channel blocker
BRD-A56592690	PX-12	trt_cp	Thioredoxin inhibitor
BRD-K56751279	Y-39983	trt_cp	Rho associated kinase inhibitor
BRD-K57252450	cilengitide	trt_cp	Integrin antagonist
BRD-K56614220	clofazimine	trt_cp	GK0582 inhibitor
BRD-K57222227	indometacin	trt_cp	Cyclooxygenase inhibitor
BRD-K57371763	fidaxomicin	trt_cp	RNA polymerase inhibitor
BRD-A57382968	piroxicam	trt_cp	Cyclooxygenase inhibitor
BRD-K58211978	roxithromycin	trt_cp	Bacterial 50S ribosomal subunit inhibitor
BRD-K58486055	reparixin	trt_cp	CC chemokine receptor antagonist
BRD-K58501140	tak-875	trt_cp	NA
BRD-A59174698	ritodrine	trt_cp	Adrenergic receptor agonist
BRD-K58435339	at13387	trt_cp	HSP antagonist
BRD-K59058766	chlorprothixene	trt_cp	Dopamine receptor antagonist
BRD-K59197931	naproxen	trt_cp	Cyclooxygenase inhibitor
BRD-K59227464	ly2228820	trt_cp	P38 MAPK inhibitor
BRD-K59524082	maribavir	trt_cp	Cytomegalovirus inhibitor|Protein kinase inhibitor
BRD-K60341624	gsk1292263	trt_cp	Glucose-Dependent Insulinotropic Receptor (GDIR, GPR119) Agonists
BRD-K59506194	targinine	trt_cp	Nitric oxide synthase inhibitor
BRD-K59573506	cyproterone-acetate	trt_cp	Androgen receptor antagonist|Progesterone receptor agonist|Testosterone receptor antagonist
BRD-K59574735	ubenimex	trt_cp	Leukotriene inhibitor
BRD-K60585088	paricalcitol	trt_cp	Vitamin D receptor agonist
BRD-K60866521	idelalisib	trt_cp	PI3K inhibitor
BRD-A55393291	testosterone	trt_cp	Androgen receptor agonist
BRD-A56371469	agi-5198	trt_cp	NA
BRD-K56851771	enzalutamide	trt_cp	Androgen receptor antagonist
BRD-K60997853	pha-848125	trt_cp	NA
BRD-K55512740	mk-8033	trt_cp	NA
